;Year;Reciever;Grant size (DKK);Description;Region;Project Category;Project Subcategory
2180;2023;Center Bakkehusets Venner;"Støttet med
7.500 kr.";Stå stærkt som pårørende!;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2181;2023;Felagið Føroysk Tónaskøld (FFT);"Støttet med
75.000 kr.";Summartónar 2024;NA;LIV I DET LOKALE;Honorar og løn
2182;2023;KFUM Spejdernes Veng Gruppe;"Støttet med
40.000 kr.";Renovering af køkken/toiletforhold i spejderhytte;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2183;2023;Støtteforeningen til Hundested Plejecenter;"Støttet med
15.000 kr.";Det gode (ude) liv skal leves hele livet;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2184;2023;Greve Gymnastik og Trampolin;"Støttet med
20.000 kr.";Bungee Fitness;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2185;2023;Skov- og musikbørnehaven Koglerne;"Støttet med
50.000 kr.";Børn i Naturen;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2186;2023;Foreningen Roskilde Jazz Days;"Støttet med
10.000 kr.";Roskilde Jazz Days 2024;Region Sjælland;LIV I DET LOKALE;Arrangementer
2187;2023;Slagelse Garden;"Støttet med
30.000 kr.";Tilskud til indkøb af pauker;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2188;2023;Horne Sogneforening;"Støttet med
125.000 kr.";Aktivitetsområde i hjertet af Horne;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
2189;2023;Den Europæiske Filmhøjskole i Danmark;"Støttet med
40.000 kr.";Ny digital laserprojektor;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2190;2023;TV Fritid;"Støttet med
20.000 kr.";Nyt udstyr til TV Fritid;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2191;2023;Billardklubben Maribo;"Støttet med
15.000 kr.";Skomar Billardbord;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2192;2023;Dania Brass Band;"Støttet med
10.000 kr.";Støtte til indkøb af Eb cornet til udlån;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2193;2023;Jurarevyen;"Støttet med
10.000 kr.";Forestillingen;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2194;2023;Et ben foran;"Støttet med
15.000 kr.";Social rystesammen-tur til Læsø;Region Nordjylland;LIV I DET LOKALE;Transport
2195;2023;Aktivitetscenter Beltoften;"Støttet med
15.000 kr.";Amskaffelse af 100 stk. højskolesangbøger;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2196;2023;Padel4life;"Støttet med
20.000 kr.";Automatisk boldmaskine;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2197;2023;Paramania;"Støttet med
14.400 kr.";Flere medlemmer og udbredelse af paragliding;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2198;2023;Hjordkær Ungdoms & Idrætsforening;"Støttet med
40.000 kr.";Energioptimering af foreningshuset.;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2199;2023;Støtteforeningen Troldehøjs venner;"Støttet med
30.000 kr.";Multihuset Krible-Krable-Krogen;Region Nordjylland;LIV I DET LOKALE;Byggeri
2200;2023;Lemming IF;"Støttet med
150.000 kr.";Outdoorhuset Lemming;Region Midtjylland;LIV I DET LOKALE;Byggeri
2201;2023;Holstebro Tennis & Padel;"Støttet med
14.000 kr.";Nye udendørsmøbler til tennis- og padelanlæg.;Region Midtjylland;LIV I DET LOKALE;Materialer
2202;2023;Gedsted Løbeklub;"Støttet med
15.000 kr.";Orienteringsløb for hele familien;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2203;2023;Frederikshavn Billardklub af 1984;"Støttet med
40.000 kr.";Risiko for lukning: Meget mere end en billardklub;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2204;2023;Ølstrup Gymnastik- og Ungdomsforening;"Støttet med
20.000 kr.";Linjemarkeringsrobot sikrer fodbolden i Ølstrup;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2205;2023;Recovery Tour;"Støttet med
4.000 kr.";Juletræsfest;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2206;2023;Foreningen af KOL patienter og andre lungesyge i Brøndby;"Støttet med
9.200 kr.";Sang og bedre lunger;Region Hovedstaden;LIV I DET LOKALE;Materialer
2207;2023;Landsforeningen Sind og Fødsel;"Støttet med
15.000 kr.";Fællesskaber for forældre med efterfødselsreaktion;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2208;2023;Frederikshavn Atletikklub af 1966;"Støttet med
20.000 kr.";Løbebånd samt motionscykel;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2209;2023;Århus Forældreorganisation;"Støttet med
34.000 kr.";Festival for børns rettigheder;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2210;2023;Hviding Forsamlingshus;"Støttet med
30.000 kr.";Indkøb af nye stole;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2211;2023;Vallensbæk Sejlklub;"Støttet med
40.000 kr.";Platformslift i Vallensbæk Sejlklubs klubhus;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2212;2023;Hals Golf Klub;"Støttet med
40.000 kr.";Stærerkasser til Hals Golfklub;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
2213;2023;AktivCenter Merløse;"Støttet med
4.500 kr.";Spis sammen-arrangement på aktivcenteret;Region Sjælland;LIV I DET LOKALE;Arrangementer
2214;2023;Hersom/Bjerregrav Pensionistforening;"Støttet med
5.000 kr.";Musikunderholdning;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2215;2023;Vojenskoret;"Støttet med
10.000 kr.";"50 korbøger ""Korsammen"" 77 SAB satser på dansk";Region Syddanmark;LIV I DET LOKALE;Materialer
2216;2023;Harridslev Beboerråd;"Støttet med
150.000 kr.";Harridslev Beboerråd;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
2217;2023;Gjern Idrætsforening;"Støttet med
5.000 kr.";Gjern Nytårsløb Light 2023;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2218;2023;Darksky Bornholm;"Støttet med
50.000 kr.";Darksky Bornholm;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2219;2023;Horne Idrætspark;"Støttet med
25.000 kr.";Lokalvarme og kloakseparering;Region Syddanmark;LIV I DET LOKALE;Byggeri
2220;2023;Rynkeby Forsamlingshus;"Støttet med
50.000 kr.";Lokalliv for alle - Forsamlingshuset som centrum;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2221;2023;Vojens Bordtennis Klub;"Støttet med
15.000 kr.";Støtte til indkøb bordtennisborde mm;Region Syddanmark;LIV I DET LOKALE;Materialer
2222;2023;Kongsgaardens Venner;"Støttet med
15.000 kr.";Maskinudstyr til 800m2 gårdsplads;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2223;2023;Munkebo Kulturhus;"Støttet med
25.000 kr.";Nye stole til kulturhusets havestue og cafe;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2224;2023;Hjernesagen - Landsforeningen for mennesker ramt af blodprop eller blødning i hjernen;"Støttet med
20.000 kr.";Hjernedag - Vi passer på hinanden;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2225;2023;Ungdomshøjskolen ved Ribe;"Støttet med
36.000 kr.";Spis+;Region Syddanmark;LIV I DET LOKALE;Honorar og løn
2226;2023;Hertug Hans Festival;"Støttet med
40.000 kr.";Hertug Hans Festival 2024;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2227;2023;Egnssamlingen for Østvendsyssel;"Støttet med
75.000 kr.";Solcelleprojekt til Egnssamlingen;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2228;2023;Fejø Pensionistforening;"Støttet med
5.000 kr.";Skovbanko på Fejø;Region Sjælland;LIV I DET LOKALE;Arrangementer
2229;2023;Gentofte Svømmeklub;"Støttet med
25.000 kr.";Ice -challenge 2024;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2230;2023;Kollundhus;"Støttet med
50.000 kr.";Klub til unge og senior, handicap adgang, energi;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2231;2023;Hayskolen;"Støttet med
50.000 kr.";Oplevelse gennem livet - hele livet;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2232;2023;Grusen Waterhub;"Støttet med
100.000 kr.";Grusen Waterhub - vandsportsfælleskab i Lynge;Region Hovedstaden;LIV I DET LOKALE;Mindre faciliteter
2233;2023;Musikforeningen Vesterbro;"Støttet med
20.000 kr.";Vesterbro Julehjælpskoncert;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2234;2023;Halsnæs kommune;"Støttet med
40.000 kr.";RÅ Festival 2024 - lokal indsats i Halsnæs Kommune;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2235;2023;Foreningen Historiske Festivaler i Næstved;"Støttet med
15.000 kr.";Middelalderkulturhus til Næstveds søjler;Region Sjælland;LIV I DET LOKALE;Arrangementer
2236;2023;Mødrehjælpens lokalforening Vordingborg;"Støttet med
20.000 kr.";Sommerlejr 2024;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2237;2023;FDF Jarlsgård;"Støttet med
30.000 kr.";Bålhytte 7 x 7 m, opført i douglas gran;Region Hovedstaden;LIV I DET LOKALE;Mindre faciliteter
2238;2023;G-faktor;"Støttet med
15.000 kr.";Udvikling af G-house gårdhave - Lys i mørket;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2239;2023;Frivilligcenter Aabenraa;"Støttet med
125.000 kr.";Mobilt frivilligcenter;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2240;2023;Væggerløse Boldklub;"Støttet med
30.000 kr.";Motion og fællesskab - liv i det lokale;Region Sjælland;LIV I DET LOKALE;Byggeri
2241;2023;Nørre Aaby Båring Håndbold;"Støttet med
7.500 kr.";Julemandens Værksted;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2242;2023;Kræftens Bekæmpelse Lemvig;"Støttet med
10.000 kr.";Familiedage i Klosterheden til påske og jul 2024;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2243;2023;Multihuset i Østerlars;"Støttet med
12.000 kr.";Nye aktiviteter og fastholdelse af frivillige;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2244;2023;Elværket Åbyhøj;"Støttet med
35.000 kr.";Udskiftning af scenebelysning;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2245;2023;Hjerteforeningen, Haderslev afd.;"Støttet med
10.000 kr.";Børnebørnenes Madværksted;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2246;2023;Ældre Sagen;"Støttet med
5.000 kr.";Bustur til Femø;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2247;2023;Lynæs Sejl- og Kajakklub;"Støttet med
40.000 kr.";Anskaffelse af båd til sejlerskole og sejlads;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2248;2023;Agerskov Ravne, flok og Trop;"Støttet med
20.000 kr.";Mastesejl til Agerskov spejderne;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2249;2023;Nødebo eSport;"Støttet med
20.000 kr.";Indkøb af 6 nye gaming computere;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2250;2023;Herning Kendo Klub;"Støttet med
25.000 kr.";Projekt Nankurunaisa;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2251;2023;Parkinsonf. Midtnordjyll.;"Støttet med
15.000 kr.";Temadag parkinsontræning for hjerne og krop;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2252;2023;Kulinarisk Sydfyn;"Støttet med
15.000 kr.";Fællesspisning-Fællessang-Fællesskab;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2253;2023;Stenstrup Idrætsforening;"Støttet med
10.000 kr.";Støtte til et stort live band;Region Syddanmark;LIV I DET LOKALE;Honorar og løn
2254;2023;Adamslyst Sportsrideklub;"Støttet med
25.000 kr.";Indkøb af 2 rideskoleheste;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2255;2023;Lystrup Idrætsforening - Gymnastik;"Støttet med
30.000 kr.";Skadesforebyggelse og øget sikkerhed;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2256;2023;Hou Hallens Venner;"Støttet med
15.000 kr.";Hou Havnefest;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2257;2023;Det lille Teaterhus;"Støttet med
30.000 kr.";Projekt batterilager;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2258;2023;Lemvig Gymnastikforening af 1878;"Støttet med
15.000 kr.";Pannabane;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
2259;2023;Stoholm Tennisklub;"Støttet med
40.000 kr.";Fra Trætte Tennisbaner til Prægtige Padelbaner;Region Midtjylland;LIV I DET LOKALE;Byggeri
2260;2023;FBK2000;"Støttet med
10.000 kr.";Spilletrøjer til nye medlemmer;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2261;2023;fsb;"Støttet med
30.000 kr.";Multikulturel fest på Blågårdsplads, Nørrebro,KBH;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2262;2023;Idrætshøjskolen;"Støttet med
20.000 kr.";Mountainbiketrailer til Adventureracefællesskaber;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2263;2023;Karup Kølvrå Fritidscenter;"Støttet med
15.000 kr.";Skinner til opdeling af hal;Region Midtjylland;LIV I DET LOKALE;Materialer
2264;2023;Søspejdergruppen Stifinderne SØ;"Støttet med
25.000 kr.";Indkøb af sejl til understøttelse af ture og lejre;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2265;2023;Gårslev Sognegård;"Støttet med
30.000 kr.";Opførelse af Handicapindgang til Gårslev Sognegård;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2266;2023;Danske Børne- og Ungdomsfilmklubber;"Støttet med
20.000 kr.";Filmværket - Filmevents i Danmark;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2267;2023;Teater Får 302;"Støttet med
25.000 kr.";Miljøvenligt løft af det ikoniske Teater FÅR302;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2268;2023;Vodskov Motions Cykel Club;"Støttet med
20.000 kr.";Det fremskudte klubhus (Lukket Trailer);Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2269;2023;Aarhus Watersports Complex;"Støttet med
25.000 kr.";Fremtiden faciliteter og fællesskab v. AWC;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2270;2023;KLG Håndboldafdeling;"Støttet med
20.000 kr.";Lykkeliga Kids Stævne i ALPI hallerne.;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2271;2023;Børnekorforeningen;"Støttet med
20.000 kr.";To korstævner for hhv. børnekor og skoleklasser;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
2272;2023;Æbletræernes Venner;"Støttet med
20.000 kr.";Et redskabskur til foreningens æblehave;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2273;2023;Fredensborg Kreatek;"Støttet med
40.000 kr.";Fredensborg Kreatek;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2274;2023;Foreningen Sokkelund Sangkor;"Støttet med
10.000 kr.";"Opførelse af Händels ""Messias"" i december 2023";Region Hovedstaden;LIV I DET LOKALE;PR og kommunikation
2275;2023;Aalborg Tennisklub;"Støttet med
25.000 kr.";Etablering af hybridbaner (tennis);Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
2276;2023;Helsingør Kommune;"Støttet med
25.000 kr.";"Helsingør Ungdomsskoles musical ""Skybrud""";Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2277;2023;Tunes Of Tomorrow;"Støttet med
7.500 kr.";Bootcamp for lokale unge kunstnere;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2278;2023;Fonden Settlementet på Vesterbro;"Støttet med
10.000 kr.";Saxogades Julefest 2023;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2279;2023;Tullebølle Fritidspark;"Støttet med
40.000 kr.";Svævebane og rutsjebane;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2280;2023;Mødrehjælpen Lokalforening Hillerød;"Støttet med
5.000 kr.";Julekoncert til fordel for Mødrehjælpen;Region Hovedstaden;LIV I DET LOKALE;Honorar og løn
2281;2023;Hjortsvang Museum;"Støttet med
75.000 kr.";Stråtage på bygninger v/museets vigtige uderum;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2282;2023;SHS-Stevns;"Støttet med
25.000 kr.";Grejtrailer til åbent vand undervisning på Stevns;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2283;2023;DDS Ryds Gruppe;"Støttet med
20.000 kr.";Nye Kit-Kat-Patruljetelte;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2284;2023;Fonden Alice;"Støttet med
30.000 kr.";DJ Projekt - ALICEs Backyard;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2285;2023;Aarhus Studenter Gymnastik & Fitness;"Støttet med
14.000 kr.";Afholdelse af forårsopvisning og afslutningsfest;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2286;2023;ATOPOS;"Støttet med
40.000 kr.";SÆTIVÆRK - UNGES VÆRKER OM VERDENSMÅL;Region Syddanmark;LIV I DET LOKALE;Materialer
2287;2023;Hjerteforeningen Hedensted;"Støttet med
10.000 kr.";Hjertemotion;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2288;2023;Egebjerg Forsamlingshus;"Støttet med
15.000 kr.";Formidling af gratis livestreaming og lign.;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2289;2023;Billardklubben Nyborg;"Støttet med
25.000 kr.";Indkøb af 2 nye helmatch keglebillardborde;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2290;2023;Aalborg Bueskyttelaug;"Støttet med
25.000 kr.";Udskiftning af skydemåtter i skydehal;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2291;2023;Grundejerforeningen Engmosen;"Støttet med
10.000 kr.";Gelsted Aktivitetspark;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2292;2023;Sønderhå-Hørsted Borgerforening;"Støttet med
10.000 kr.";MGP der samler børn på tværs af lokalområdet;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2293;2023;Vestlolland Triatlonklub;"Støttet med
15.000 kr.";Nakskovløbet 2024;Region Sjælland;LIV I DET LOKALE;PR og kommunikation
2294;2023;Videbæk Borgerforening;"Støttet med
10.000 kr.";Stubfræsning af Fairways;Region Midtjylland;LIV I DET LOKALE;Honorar og løn
2295;2023;Køge Karate Klub;"Støttet med
12.000 kr.";Opbevaring af trænings- og sikkerhedsudstyr;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
2296;2023;Foreningen af Blågårds Plads;"Støttet med
40.000 kr.";48 Timer festival 2024;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2297;2023;Vridsløselille Andelsboligforening;"Støttet med
40.000 kr.";Ud af Husene;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2298;2023;Thysquash;"Støttet med
9.500 kr.";Udstyr til voksende junior squash-afdeling;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2299;2023;Frivilligcenter Fredericia;"Støttet med
15.000 kr.";Indkøb af pavilloner til gratis udlån;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2300;2023;Frivilligcenter Hjørring;"Støttet med
20.000 kr.";Fest for 400 lokale frivillige Frivillig Fredag;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2301;2023;European Horizons University of Copenhagen;"Støttet med
20.000 kr.";EuH Volunteer;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2302;2023;Horsens Musical Teater;"Støttet med
20.000 kr.";"Musicalen ""Legally Blonde""";Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2303;2023;Ældre Sagen;"Støttet med
16.000 kr.";Søndagscafé på Plejehjemmet Sandfeldgården;Region Midtjylland;LIV I DET LOKALE;Honorar og løn
2304;2023;Mødrehjælpens lokalforening i Sønderborg;"Støttet med
15.000 kr.";Den Rullende Kagemand;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2305;2024;Københavns Kommune;"Støttet med
40.000 kr.";Bæredygtigt scenelys i Union;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2306;2024;Aros Forenede Figurspillere;"Støttet med
20.000 kr.";Modernisering af klubben;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2307;2024;Krejbjerg Borger og Idrætsforening;"Støttet med
40.000 kr.";Toilet ved orangeri & museum i landsbyen Krejbjerg;Region Midtjylland;LIV I DET LOKALE;Byggeri
2308;2024;Næstved kommune;"Støttet med
6.000 kr.";Grønbro Skolehave;Region Sjælland;LIV I DET LOKALE;Materialer
2309;2024;Sangkraft Guldborgsund S/I;"Støttet med
100.000 kr.";Mere sang i hverdagen;Region Sjælland;LIV I DET LOKALE;Honorar og løn
2310;2024;Skærum Aktivitetshus;"Støttet med
40.000 kr.";Energioptimering, fra oliefyr til varmepumpeanlæg;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
2311;2024;Visby Sogns Forsamlingshus;"Støttet med
50.000 kr.";Nyt tag og reparation af gesims på forsamlingshus;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2312;2024;Karens Mindes Venner;"Støttet med
50.000 kr.";Legeplads på Museumsgården Karensminde;Region Syddanmark;LIV I DET LOKALE;Byggeri
2313;2024;Naturlig Form Starup/Tofterup;"Støttet med
25.000 kr.";Naturlig Form Starup/Tofterup;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2314;2024;Kolding kommune;"Støttet med
75.000 kr.";Bæredygtigt samlingsted på tværs af generationer;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2315;2024;Ishøj Sportsrideklub;"Støttet med
35.000 kr.";Tilskud til ny ridehusbund;Region Hovedstaden;LIV I DET LOKALE;Renovering og istandsættelse
2316;2024;Foreningen til Veteranskibet 5QJX LOTTE BRINCHS Bevarelse;"Støttet med
7.800 kr.";Bompresenning (læsejl) til LOTTE BRINCH af Nyhavn;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2317;2024;Jægerspris Sejlklub;"Støttet med
45.000 kr.";Kombineret værksted- og grejcontainer;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2318;2024;Fjaltring Trans Beboerforening;"Støttet med
75.000 kr.";Hot Spot Fjaltring - fase 3;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2319;2024;Syddansk Akademisk Jagtforening;"Støttet med
15.000 kr.";Udstyrstrailer til foreningsaktiviteter;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2320;2024;Foreningen Aftenskolernes Hus;"Støttet med
200.000 kr.";Indretning af Aftenskolernes Hus;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
