;Year;Reciever;Grant size (DKK);Description;Region;Project Category;Project Subcategory
2013;2023;FGU Trekanten S/I (Fredericia og Vejle);"Støttet med
1.429.247 kr.";Fremtidens bæredygtige arbejdsstyrke;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2014;2023;Business College Syd Mommark Handelskostskole - Sønderborg Handelskole;"Støttet med
2.384.288 kr.";Bæredygtigt værksted med fokus på grøn uddannelse;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2015;2023;S/I FGU Syd- og Vestsjælland (Korsør, Slagelse, Næstved og Vordingborg);"Støttet med
3.128.381 kr.";Fra FGU til faglært – med faciliteter, der matcher;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2016;2023;Den Jyske Håndværkerskole S/I;"Støttet med
1.900.640 kr.";Udvikling af køle- og elektrikeruddannelserne;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2017;2023;Nordvestsjællands Erhvervs- & Gymnasieuddannelser S/I (Kalundborg og Holbæk);"Støttet med
3.089.853 kr.";Bæredygtighed i STEM-fag;Region Sjælland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2018;2023;S/I FGU Syd- og Midtfyn (Faaborg, Ringe og Svendborg);"Støttet med
1.520.501 kr.";Kloge kvadratmeter og skjulte ressourcer;Region Syddanmark;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2019;2023;ASMILDKLOSTER LANDBRUGSSKOLE;"Støttet med
1.585.250 kr.";Fra Mark til model;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2020;2023;S/I FGU Nordvestsjælland (Holbæk, Fårevejle og Svebølle);"Støttet med
2.400.000 kr.";Værkstedsopgradering og energieffektivisering;Region Sjælland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2021;2023;S/I FGU Skolen HLSS;"Støttet med
2.400.000 kr.";Bæredygtige værksteder på FGU Skolen HLSS;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2022;2023;Learnmark Horsens;"Støttet med
3.029.534 kr.";Fremtidens kompetencer og øget udbud af arbejdskraft;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2023;2023;AALBORG HANDELSSKOLE (Aalborg og Frederikshavn);"Støttet med
1.344.209 kr.";Optimering af digitale og inkluderende læringsmiljøer;Region Nordjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2024;2023;S/I FGU Østjylland (Randers, Favrskov, Norddjurs og Syddjurs);"Støttet med
1.766.582 kr.";Opgradering af værksteder på FGU Østjylland;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2025;2023;S/I FGU Hovedstaden (Valby, Vesterbro, Amager og Østerbro);"Støttet med
2.153.090 kr.";RE:Grow;Region Hovedstaden;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2026;2023;AMU-FYN;"Støttet med
1.370.541 kr.";Fremtidens fundament;Region Syddanmark;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2027;2023;FGU Midt-Vest S/I (Herning, Ikast og Skjern);"Støttet med
1.827.745 kr.";Opgradering af maskiner på Byg, Bolig & Anlæg og Industri.;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2028;2023;AMU-SYD;"Støttet med
1.002.374 kr.";Teknisk Isolatør udstyr og læringsrum;Region Syddanmark;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2029;2023;CELF - Center for Erhvervsrettede uddannelser Lolland Falster (Nykøbing Falster og Nakskov);"Støttet med
6.754.013 kr.";Multiple praksisværksteder;Region Sjælland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2030;2023;S/I FGU FYN (Odense, Kerteminde, Nyborg og Søndersø);"Støttet med
3.541.789 kr.";Nye Teknologier og klimakøkken til eleverne på FGU FYN;Region Syddanmark;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2031;2023;ROSKILDE TEKNISKE SKOLE (Høng og Roskilde);"Støttet med
10.260.001 kr.";Grøn omstilling i EUD på Roskilde Tekniske Skole;Region Sjælland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2032;2023;College360;"Støttet med
4.604.401 kr.";Innovative og bæredygtige læringsrum på College360;Region Midtjylland;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2033;2023;DALUM LANDBRUGSSKOLE;"Støttet med
5.500.000 kr.";Grønt landbrugseksperimentarium i Odense;Region Syddanmark;VÆRKSTEDSPULJEN;Faciliteter og udstyr
2034;2023;Elysion;"Støttet med
40.000 kr.";Minibus til maxi-rollespil i Aarhus!;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2035;2023;Boldklubben Stefan;"Støttet med
30.000 kr.";Støtte til indkøb af borde, stole mv.;Region Hovedstaden;LIV I DET LOKALE;Materialer
2036;2023;Københavns Højskoleforening;"Støttet med
20.000 kr.";Forbedring af Københavns Højskoleforenings køkken;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2037;2023;Sangcenter Nordsjælland S/I;"Støttet med
20.000 kr.";Børnekordag på Royal Stage 2024;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2038;2023;Næshøj Bridgeklub;"Støttet med
1.000 kr.";Pokalturnering;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2039;2023;Idrætscentret Bylderup;"Støttet med
100.000 kr.";Solfangere til NaturBadet - En grøn oase i Ålandet;Region Syddanmark;LIV I DET LOKALE;Byggeri
2040;2023;Amtoft Lystbådelaug;"Støttet med
50.000 kr.";Det gl. Fiskerhus;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
2041;2023;Nørrebro United;"Støttet med
50.000 kr.";Et Hus i Kvarteret;Region Hovedstaden;LIV I DET LOKALE;Materialer
2042;2023;City Squash Lyngby;"Støttet med
20.000 kr.";Opstart af juniorafdeling i City Squash Lyngby;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2043;2023;Odense Kommune;"Støttet med
9.500 kr.";SKRÆKFEST 2024;Region Syddanmark;LIV I DET LOKALE;Honorar og løn
2044;2023;Skótalið KFUM´s;"Støttet med
65.000 kr.";Seeonee Plantasjen;NA;LIV I DET LOKALE;Byggeri
2045;2023;Gospelkoret Joyful Noise;"Støttet med
15.000 kr.";Kåber til gospelkoret Joyful Noise;Region Sjælland;LIV I DET LOKALE;Materialer
2046;2023;Københavns Kommune;"Støttet med
10.000 kr.";"Opførelse af teaterstykket ""Alice i eventyrland""";Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2047;2023;Børn & Unges Mærkesager;"Støttet med
15.000 kr.";Konfirmationsmiddag til udsatte børn og unge;Region Midtjylland;LIV I DET LOKALE;Materialer
2048;2023;A New Hope;"Støttet med
25.000 kr.";Middelaldertelte og vedligeholdelse af område.;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2049;2023;Bænkevarmere/Folkekøkkenet Kolding;"Støttet med
30.000 kr.";Mad til Alle;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2050;2023;Gørløse Skytte & Idrætsforening;"Støttet med
40.000 kr.";Projekt Stadionfornyelse Gørløse;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2051;2023;Bostedet Chr. X's Allés Venner;"Støttet med
10.000 kr.";Ture i naturen for beboerne på Bostedet Chr. X;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2052;2023;Ganløse Svømmeklub;"Støttet med
50.000 kr.";”Klubliv via Sauna” i Ganløse;Region Hovedstaden;LIV I DET LOKALE;Mindre faciliteter
2053;2023;Wonder studios;"Støttet med
25.000 kr.";Wonder Laser-tag;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2054;2023;ABC København - Arbejdernes Bicycle Club;"Støttet med
30.000 kr.";Giv børn og unge mulighed for at gå til cykling;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2055;2023;Gauerslund Gymnastik;"Støttet med
15.000 kr.";NEMO - projekt trampolin;Region Syddanmark;LIV I DET LOKALE;Materialer
2056;2023;SIND Ungdom;"Støttet med
20.000 kr.";Uddannelsesweekend for SIND Ungdoms frivillige;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2057;2023;Tim Gymnastik- og Idrætsforening;"Støttet med
9.000 kr.";Natminton;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2058;2023;Foreningen Færgegårdens Venner;"Støttet med
20.000 kr.";Nye havemøbler til Færgegårdens have;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2059;2023;Selvhjælp Silkeborg;"Støttet med
15.000 kr.";Fællesaktiviteter for frivillige 2024;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2060;2023;Brøndby Kajakklub;"Støttet med
50.000 kr.";Opførelse af Kajakhus;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2061;2023;Det Kgl. Bibliotek;"Støttet med
50.000 kr.";Sanseuniverser på Det Kgl. Bibliotek;Region Hovedstaden;LIV I DET LOKALE;Mindre faciliteter
2062;2023;Gudbjerg Husflidsforening;"Støttet med
15.000 kr.";Bedre forhold for foreningens medlemmer;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2063;2023;Tambohus Vinterbadeklub Pingvinerne;"Støttet med
15.000 kr.";Vinterbadning for alle i Tambohus Vinterbadeklub;Region Midtjylland;LIV I DET LOKALE;PR og kommunikation
2064;2023;Kulturroen;"Støttet med
20.000 kr.";Fælles kulturelle aktiviteter for ældre;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2065;2023;Teater Fluks;"Støttet med
30.000 kr.";Hjemstavn - en rejse i tid, sted og ophav;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2066;2023;FOF - Vendsyssel;"Støttet med
15.000 kr.";Højskolesang giver nyt liv;Region Nordjylland;LIV I DET LOKALE;Materialer
2067;2023;Fof Høje-Tåstrup - Albertslund;"Støttet med
10.000 kr.";Senior Sommer-træf 2024;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2068;2023;Horne Gymnastikforening;"Støttet med
25.000 kr.";Spinningscykler;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2069;2023;Privatskolen Als;"Støttet med
40.000 kr.";Multibane som samlingspunkt for lokalområdet;Region Syddanmark;LIV I DET LOKALE;Byggeri
2070;2023;Kvissel Borgerforening;"Støttet med
10.000 kr.";Landsbypedellerne vil forskønne Kvissel;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2071;2023;Fladså Gymnastik;"Støttet med
7.500 kr.";Det gode liv for 65+ i Fladså;Region Sjælland;LIV I DET LOKALE;Arrangementer
2072;2023;Egedal Floorball Klub;"Støttet med
6.300 kr.";Materialer til målmand;Region Hovedstaden;LIV I DET LOKALE;Materialer
2073;2023;Vig Gymnastikforening;"Støttet med
5.000 kr.";Vig Nytårsløb;Region Sjælland;LIV I DET LOKALE;Arrangementer
2074;2023;KFUM-Spejderne, Herlufmagle Gruppe;"Støttet med
40.000 kr.";Nyt køkkenrum styrker fællesskab og friluftsliv;Region Sjælland;LIV I DET LOKALE;Byggeri
2075;2023;Esbjerg Gymnastik Forening;"Støttet med
25.000 kr.";Nyt musikanlæg;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2076;2023;Lollands Væveforening;"Støttet med
20.000 kr.";Indkøb af væve;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2077;2023;Vendsyssel - fritid for alle;"Støttet med
10.000 kr.";Festival Vinterstrik i Hirtshals;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
2078;2023;Frihedens Billardklub;"Støttet med
15.000 kr.";Nye armaturer til vores billardborde;Region Hovedstaden;LIV I DET LOKALE;Materialer
2079;2023;Dykkerklubben Hajen - Halsnæs;"Støttet med
40.000 kr.";Undervandsnatur for alle;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2080;2023;Frederiksdal/Kragelund Lokalråd;"Støttet med
10.000 kr.";Biodiversitet i børne - og ældrehøjde;Region Midtjylland;LIV I DET LOKALE;Materialer
2081;2023;DGI-Bornholm;"Støttet med
20.000 kr.";Indkøb af Airttrack;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2082;2023;Københavns Kommune;"Støttet med
18.000 kr.";Puppet Junior 2024;Region Hovedstaden;LIV I DET LOKALE;Honorar og løn
2083;2023;Hvidebæk Lokalråd;"Støttet med
30.000 kr.";Madpakkehus i Østergårdsparken i Ubby;Region Sjælland;LIV I DET LOKALE;Byggeri
2084;2023;Aztekerne - Spejderne i Holeby;"Støttet med
10.000 kr.";Varmepumpe til hytte;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
2085;2023;Coding Pirates Viborg;"Støttet med
35.000 kr.";IT udstyr til Coding Pirates Viborg/Bjerringbro;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2086;2023;Frederikshavn Kajakklub;"Støttet med
20.000 kr.";Anskaffelse af kajak-ergometer;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2087;2023;De Gule Spejdere, Frederiksborg trop;"Støttet med
15.000 kr.";Læring om træarbejde og lejrbygning;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2088;2023;Eckersberg Børneunivers S/I;"Støttet med
15.000 kr.";Blans Børnefestival 2024;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2089;2023;Kumulus;"Støttet med
11.000 kr.";Når kultur forandrer - et kulturelt event for unge;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2090;2023;Stenderup Sportsklub;"Støttet med
20.000 kr.";Nyt køkken til nyt klublokale;Region Midtjylland;LIV I DET LOKALE;Byggeri
2091;2023;Thyholm IF;"Støttet med
10.000 kr.";Nyt udstyr til håndboldklubben;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2092;2023;1684-1862;"Støttet med
10.000 kr.";Sorø Historiske Festival 2024;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2093;2023;Skælskør Marinegarde;"Støttet med
10.000 kr.";Fælles Musikfestival;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2094;2023;Ensted Idrætsanlæg;"Støttet med
20.000 kr.";Etablering af minitennisbane;Region Syddanmark;LIV I DET LOKALE;Byggeri
2095;2023;KFUM-Spejderne, Ravsted Gruppe;"Støttet med
15.000 kr.";Bord bænke til vores spejder;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2096;2023;Odense Kommune;"Støttet med
10.000 kr.";Odense Spiser Sammen 2024;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2097;2023;Aalestrup Seniorer;"Støttet med
5.000 kr.";Underholdning til julefrokost december 2024;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2098;2023;Viborg kommune;"Støttet med
20.000 kr.";Seniorfolkemøde 2024;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2099;2023;Svendborg Kajakklub;"Støttet med
20.000 kr.";Svbg. Kajakklub - Renovering klublokale med køkken;Region Syddanmark;LIV I DET LOKALE;Byggeri
2100;2023;Spillestedet;"Støttet med
20.000 kr.";Opgradering og udskiftning af dele af PA og Lys;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2101;2023;Mænds Mødesteder Silkeborg;"Støttet med
10.000 kr.";Mænd laver mad i naturen;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2102;2023;De Ældres Højskoleforening;"Støttet med
10.000 kr.";Køb af Højskolesangbøger med større skrift;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2103;2023;Den Selvejende Institution Underværket;"Støttet med
30.000 kr.";Keramikovn;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2104;2023;Hodsager KFUM spejdere;"Støttet med
15.000 kr.";Lyden gør en forskel;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2105;2023;MuayThai Akademi Odense;"Støttet med
30.000 kr.";Renovering af klubben og fornyelse af inventar;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2106;2023;Polyteknisk vandrelaug;"Støttet med
10.000 kr.";Indkøb af udstyr til klubbens grejbank;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2107;2023;Tip Toe Linedance;"Støttet med
5.000 kr.";Hjælp til udstyr i nyopstartet forening;Region Midtjylland;LIV I DET LOKALE;Materialer
2108;2023;Danske Seniorer Svanninge;"Støttet med
5.000 kr.";Indkøb af projektor og lærred;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2109;2023;Orenæs Kultur;"Støttet med
20.000 kr.";11 koncerter i Nordfalsters Koncerthus i 2024;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2110;2023;SvendborgEvent;"Støttet med
25.000 kr.";LED-lys til foreningssal;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2111;2023;Ejby Herreklub;"Støttet med
25.000 kr.";Frivillige hjælper foreninger;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2112;2023;Tølløse Boldklub;"Støttet med
15.000 kr.";Bankospil i Tølløse;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2113;2023;Dykkerklubben Nemo;"Støttet med
15.000 kr.";OxygenBoosterAnlæg og Nitrox-Analysator;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2114;2023;Valhalla 77;"Støttet med
15.000 kr.";Elektrisk Linehenter til optræk;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2115;2023;AKG-gymnastik;"Støttet med
10.000 kr.";Redskaber;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2116;2023;Hjortlund Beboerforening;"Støttet med
20.000 kr.";AV -udstyr til Hjortlund Gl. skole.;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2117;2023;Sønderborg Squash Club;"Støttet med
40.000 kr.";Skift fra Naturgas til Fjernvarme;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2118;2023;Hellerup Sejlklub;"Støttet med
50.000 kr.";Køb af J/70-sportsbåd til Hellerup Sejlklub;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2119;2023;Læsø Live;"Støttet med
75.000 kr.";Læsø Live 2024;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
2120;2023;Fuglebjerg Idrætsforening;"Støttet med
50.000 kr.";Bevægelse og tryghedskabende effekt i det lokale;Region Sjælland;LIV I DET LOKALE;Byggeri
2121;2023;Rum for Æstetik;"Støttet med
80.000 kr.";Rum for Æstetik - opstart af udstillingsplatform;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2122;2023;Thisted Friskole;"Støttet med
10.000 kr.";Hønsehus i Friluftsbørnehaven;Region Nordjylland;LIV I DET LOKALE;Mindre faciliteter
2123;2023;De Grønne Mænd;"Støttet med
20.000 kr.";Det Grønne Værksted i Langå;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2124;2023;Norddjurs kommune;"Støttet med
25.000 kr.";Vestival 2023;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2125;2023;Nysted Tennis Club;"Støttet med
50.000 kr.";Padelbane og areal mellem tennis- og padelbane;Region Sjælland;LIV I DET LOKALE;Byggeri
2126;2023;DcH-Svendborg;"Støttet med
25.000 kr.";Renovering af Agility Huset;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2127;2023;Allerød Fodbold Klub;"Støttet med
12.000 kr.";Støtte til Allerød Fodbold Klub (Senior og Ungdom);Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2128;2023;B&U Teatret;"Støttet med
15.000 kr.";Teaterforestillingen Alice I Eventyrland;Region Syddanmark;LIV I DET LOKALE;Honorar og løn
2129;2023;Rock i Rusk Kulturelle Støtteforening;"Støttet med
30.000 kr.";Rock i Rusk;Region Midtjylland;LIV I DET LOKALE;Honorar og løn
2130;2023;37 Krd Alsønd Skyt Gym & Idrætsfor;"Støttet med
50.000 kr.";Sports-bander Kulsviergården;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2131;2023;Fyns Disc Golf Klub;"Støttet med
50.000 kr.";Villestofte Disc Golf;Region Syddanmark;LIV I DET LOKALE;Materialer
2132;2023;Albertslund Golfklub;"Støttet med
15.000 kr.";Højt shelter til beskyttelse mod lyn m.m.;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2133;2023;Herfølge Boldklub;"Støttet med
14.500 kr.";15 Frisparksmænd - til træning af frispark mv.;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2134;2023;IFS Jammerbugt;"Støttet med
27.000 kr.";Projekt AKTIV FRITID FOR SINDET;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2135;2023;Idrætsklubben 1919;"Støttet med
20.000 kr.";Harpiksfjerner til håndboldklub;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2136;2023;Ringsted Ro- og Kajakklub;"Støttet med
25.000 kr.";Køb af klubkajakker på en bæredygtig måde;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2137;2023;Skraldecafeen;"Støttet med
100.000 kr.";Lukket Pavilion;Region Midtjylland;LIV I DET LOKALE;Byggeri
2138;2023;Karby Skyttekreds;"Støttet med
30.000 kr.";Opgradering af elektronisk udstyr;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2139;2023;Sørbymagle Idrætsforening;"Støttet med
30.000 kr.";Esport for Alle - Grejbank;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2140;2023;Boldklubben 1908;"Støttet med
25.000 kr.";Udstyr til baby-afdelingen;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2141;2023;Hjørring Teater;"Støttet med
15.000 kr.";Cafebordslamper til Hjørring Teater;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2142;2023;Vesthimmerlands Folkevirke;"Støttet med
3.800 kr.";Oplysende foredragsvirksomhed;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2143;2023;Den selvejende institution Assenbækmølle Spejdercenter;"Støttet med
40.000 kr.";Assenbækmølle Spejdercenter;Region Syddanmark;LIV I DET LOKALE;Byggeri
2144;2023;Hylke og Omegns Rideforening;"Støttet med
40.000 kr.";Mobil rideklub;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2145;2023;Sydhavn Teater;"Støttet med
45.000 kr.";LINJER 24:50;Region Hovedstaden;LIV I DET LOKALE;Honorar og løn
2146;2023;Frivillighuset Varde;"Støttet med
12.000 kr.";Højskolesangbøger til anvendelse i Frivillighuset;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2147;2023;Den Selvejende Institution Ebberup-Hallen;"Støttet med
40.000 kr.";Trappelift til handicappede;Region Syddanmark;LIV I DET LOKALE;Materialer
2148;2023;Idrætsforeningen Samvirke Stepping;"Støttet med
20.000 kr.";Skovområde;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
2149;2023;Naboskab Brokøb;"Støttet med
15.000 kr.";Opførelse af Lånestation på fællesplads i Brokøb;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
2150;2023;Sall Beboerforening;"Støttet med
40.000 kr.";Etablering af varmepumpe i Sall Forsamlingshus;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2151;2023;Svendborg Fritidsteater;"Støttet med
25.000 kr.";Juleshow 2023;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2152;2023;Foreningen Tænketanken CONCITO;"Støttet med
40.000 kr.";Lokale fællesskaber forandrer;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2153;2023;Det Gamle Gasværk, Kultur- og Forsamlingshus;"Støttet med
10.000 kr.";VinterStemmer 2024;Region Midtjylland;LIV I DET LOKALE;Honorar og løn
2154;2023;Støtteforeningen Stenslunds Venner;"Støttet med
10.000 kr.";Flygel - Stenslund Centeret;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2155;2023;Lørdag i hallen;"Støttet med
20.000 kr.";Street Mini Golf;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2156;2023;Frivilligcenter Roskilde;"Støttet med
20.000 kr.";Opfriskning af det gamle ting og arresthus;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2157;2023;2150 Nordhavn Løb og Motion;"Støttet med
30.000 kr.";Home-trainercykling i Nordhavn;Region Hovedstaden;LIV I DET LOKALE;Materialer
2158;2023;FK 73-Klubhuset;"Støttet med
15.000 kr.";Ansøgning om gymnastikbænke til FK73;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2159;2023;Vigar Stamme;"Støttet med
13.170 kr.";Mad over ild som en fælles aktivitet;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2160;2023;Foreningen Termansens;"Støttet med
20.000 kr.";SMS på Termansens (Samvær, Musik & Sang);Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2161;2023;Dansk Røde Kors Aarhus Afdeling;"Støttet med
25.000 kr.";Ladcykel til gavn for frivillige;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2162;2023;Forening for sundhed og velvære;"Støttet med
40.000 kr.";Sundhed motion og velvære;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2163;2023;Grundejerforeningen Bregnevang/Pilevang;"Støttet med
58.000 kr.";Ophold i Det Grønne;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
2164;2023;Mariager Fjord OK;"Støttet med
25.000 kr.";Brikker og lamper;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2165;2023;S/I Dyreborg Kulturhus;"Støttet med
25.000 kr.";Dyreborg Kulturhus;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2166;2023;Hejlskov Forsamlingshus;"Støttet med
15.000 kr.";Hjertestarter;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2167;2023;EB-motion;"Støttet med
15.000 kr.";Boldmaskine til padel;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2168;2023;Vejle Håndbold Klub;"Støttet med
15.000 kr.";Trille Trolle og børneafdelingen i Vejle Håndbold;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2169;2023;SMUK teater;"Støttet med
5.000 kr.";Jul på slottet;Region Midtjylland;LIV I DET LOKALE;Materialer
2170;2023;Stenløse Private Skovbørnehave;"Støttet med
30.000 kr.";Bålhus til skovbørnehave;Region Hovedstaden;LIV I DET LOKALE;Mindre faciliteter
2171;2023;Adventure Race Als;"Støttet med
20.000 kr.";Nyt kajakudstyr;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2172;2023;Aktive Beboere;"Støttet med
10.000 kr.";Busture til Tirpitz museet og Nyvang i Holbæk;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2173;2023;Helsingør Gymnastik Forening - Kronborggymnasterne;"Støttet med
15.000 kr.";Fut i fødderne og fryd i maven HELT LOKALT;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2174;2023;Arrild Friskole og Børnehus S/I;"Støttet med
40.000 kr.";Energioptimering med fokus på ”Liv i det lokale”;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2175;2023;Tisted Forsamlingshus;"Støttet med
40.000 kr.";Tag m.m.;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
2176;2023;Sabro Rideklub;"Støttet med
25.000 kr.";Ny elevhest til Sabro Rideklub;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2177;2023;Djursland Folkehøjskole;"Støttet med
65.000 kr.";Ønskeøen - egnsspil i det smukke Djursland;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2178;2023;DOKTRIN - Den uafhængige dokumentarfilmskole;"Støttet med
25.000 kr.";DOKTRIN - Den Uafhængige Dokumentarfilmskole;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2179;2023;S/I Himmerlands Teater;"Støttet med
50.000 kr.";Kæmp for alt hvad du har kært;Region Nordjylland;LIV I DET LOKALE;Arrangementer
