,Year,Reciever,Grant size (DKK),Description,Project Category
1633,2021,"Hillerød Bibliotek, Landsdækkende",2.306.760 kr.,Sunde fællesskaber for udsatte,VOKSNE - Fællesskaber for alle
1634,2021,"Aarhus Universitet, Landsdækkende",500.000 kr.,Improving math skills: step 1,BØRN OG UNGE
1635,2021,"Bedre Psykiatri, Landsdækkende",3.396.660 kr.,Digital pårørenderådgivning,ÆLDRE - Flere gode leveår
1636,2021,"Aarhus Universitetshospital, Landsdækkende",195.920 kr.,Præhospital hjertestop,TRYGHED I HVERDAGEN - Hjertestart
1637,2021,"Folkehøjskolernes forening, Landsdækkende",1.300.000 kr.,Styrk uenighedsfællesskaberne,STÆRKE RAMMER FOR TRYGHED - Tryghed på dagsordenen
1638,2021,"Danmarks Biblioteksforening, Landsdækkende",1.217.050 kr.,2030 BIBLIOTEKER,VOKSNE - Fællesskaber for alle
1639,2021,"TrygFonden, Landsdækkende",100.000 kr.,Spørg en læge om coronavirus,VOKSNE - Fællesskaber for alle
1640,2021,"LOKK - Landsorganisation af Kvindekrisecentre, Landsdækkende",2.000.000 kr.,Sikkerhed på kvindekrisecentre,TRYGHED I HVERDAGEN - Digital tryghed
1641,2021,"Mental Health Centre Copenhagen, Landsdækkende",1.622.880 kr.,Help-at-Hand,VOKSNE - Fællesskaber for alle
1642,2021,"Rigshospitalet, Landsdækkende",777.060 kr.,PRO til relationel empowerment,VOKSNE - Fællesskaber for alle
1643,2020,"Den Selvejende Institution Olufsgården 2A, Hovedstaden",47.817 kr.,Røgalarmer i alle boliger,SIKKERHED - Forebyg brand
1644,2021,"Syddansk Universitet, Landsdækkende",1.968.435 kr.,eHealth til voldtægtsområdet,VOKSNE - Fællesskaber for alle
1645,2021,"Præhospitalet, Region Midt, Landsdækkende",295.050 kr.,Calcium til Hjertestop,TRYGHED I HVERDAGEN
1646,2021,"Selskab for Mænds Sundhed, Landsdækkende",3.569.888 kr.,Inkluderende Mænds Mødesteder,VOKSNE
1647,2021,"Bordtennis Danmark (BTDK) , Landsdækkende",233.700 kr.,Pingpong for Parkinson,ANDET
1648,2020,"Foreningen AkutHjælper Rømø Del af Rømø Frivillige Brandværn C/o Søren Laursen, Syddanmark",500.000 kr.,Akutbil Rømø,TRYGHED I HVERDAGEN - Hjertestart
1649,2021,"Rigshospitalet, Landsdækkende",7.987.019 kr.,VEGA,VOKSNE - Sundere liv
1650,2020,"Muhabet Aarhus, Midtjylland",147.490 kr.,Projektkoordinator,VOKSNE - Fællesskaber for alle
1651,2020,"Ulbjerg egnens Lokalråd, Midtjylland",20.000 kr.,Fællesspisning for enlige mænd,VOKSNE - Fællesskaber for alle
1652,2020,"Børnehaven Sandgården, Aalborg Kommune, Nordjylland",6.000 kr.,Opbygning af Børnefællesskaber,BØRN OG UNGE - Alle med fra start
1653,2020,"Det Danske Spejderkorps, Nordjylland",10.489 kr.,Påhængsmotorer og motorbeslag,TRYGHED I HVERDAGEN - Respekt for vand
1654,2020,"TUBA Danmark, Midtjylland",78.184 kr.,Terapigruppe Århus 2020-21,BØRN OG UNGE - Klar til livet
1655,2020,"Nordjysk Fødevareoverskud, Nordjylland",500.000 kr.,Sund mad til hele familien 3,BØRN OG UNGE
1656,2020,"Spanielklubben region midt vest Jylland, Midtjylland",630 kr.,Førstehjælpsudstyr,TRYGHED I HVERDAGEN - Hjertestart
1657,2020,"Herning Care, Midtjylland",100.000 kr.,Julehjælp,BØRN OG UNGE
1658,2020,"Specialinstitutionen Kumlhøj, Nordjylland",40.000 kr.,Parallelcykel med el-hjælpemotor,BØRN OG UNGE - Klar til livet
1659,2020,"Bådelaget Anna af Slettestrand, Nordjylland",12.500 kr.,Sikker sejlads med Anna,TRYGHED I HVERDAGEN - Respekt for vand
1660,2020,"Samværs- og aktivitetstilbud Lejbergcentret, Nordjylland",80.000 kr.,Rickshaw og Velo Plus Cykel,SUNDHED - Mental sundhed
1661,2020,"Betesda Rehabilitering, Midtjylland",10.000 kr.,Ny familiebesøgslejlighed,ANDET
1662,2020,"Mødrehjælpen lokalforening Århus, Midtjylland",150.000 kr.,Sommerlejr 2021,TRIVSEL
1663,2020,"Støtteforeningen for Sparkær, Midtjylland",4.400 kr.,Sikkerhed ved brand,TRYGHED I HVERDAGEN - Andet
1664,2020,"Muhabet Aarhus, Midtjylland",13.019 kr.,Sundhedsfremmende udflugt,VOKSNE - Fællesskaber for alle
1665,2020,"Skovsgård Hotel, Nordjylland",900.000 kr.,Projekt Skovsgård Hotel 2.0,VOKSNE - Fællesskaber for alle
1666,2020,"KFUM Spejderne, Midtjylland",18.413 kr.,Brandsikkerhed,TRYGHED I HVERDAGEN - Andet
1667,2020,"Aalborg Citykirke, Nordjylland",94.000 kr.,Familienetværk Aalborg SV,BØRN OG UNGE - Alle med fra start
1668,2020,"Vester Hornum gymnastik forening v E-sport, Nordjylland",3.000 kr.,Brandsikkerhed i top,TRYGHED I HVERDAGEN - Andet
1669,2020,"Randers Friplejehjem, Midtjylland",23.000 kr.,Rickshaw cykel,ÆLDRE
1670,2020,"Fontænehuset Frederikshavn, Nordjylland",811.545 kr.,Fontænehusets UngeNetværk(FUN),TRIVSEL - En plads i fællesskabet
1671,2020,"Friplejehjemmet Grønneparken / Danske Diakonhjem, Midtjylland",231.151 kr.,Musik i haven,ÆLDRE
1672,2020,"TUBA Danmark, Nordjylland",78.184 kr.,Terapigruppe Aalborg 2020-21,BØRN OG UNGE - Klar til livet
1673,2020,"Det Danske Spejderkorps, Nordjylland",5.298 kr.,Kortplotter til lederfartøj,TRYGHED I HVERDAGEN - Respekt for vand
1674,2020,"Aalborg Universitet, Nordjylland",102.606 kr.,Trafiksikkerhed på skemaet,TRYGHED I HVERDAGEN - Andet
1675,2020,"Lokalcenter Bøgeskovhus, Midtjylland",91.400 kr.,Flere hænder til HLR,TRYGHED I HVERDAGEN - Hjertestart
1676,2020,"Hjørring Kommunes ældrecentre, Nordjylland",164.400 kr.,Sansegyngestol,ÆLDRE - Et godt liv som pårørende
1677,2020,"Det Danske Spejderkorps, Nordjylland",4.195 kr.,Nødraketter,TRYGHED I HVERDAGEN - Respekt for vand
1678,2020,"FOODBANK Aalborg, Nordjylland",800.000 kr.,Uddeling af sund overskudsmad,TRIVSEL
1679,2020,"Røde Kors, Midtjylland",24.489 kr.,Førstehjælp for alle,TRYGHED I HVERDAGEN - Hjertestart
1680,2020,"Home-Start Familiekontakt , Midtjylland",1.136.256 kr.,Ny start for voldsramte mødre,VOKSNE - Fællesskaber for alle
1681,2020,"Red Barnets lokalforening i Billund Kommune, Syddanmark",33.700 kr.,Weekendlejr 2021,BØRN OG UNGE
1682,2020,"Aarhus Universitetshospital, Midtjylland",300.000 kr.,Pårørende i traumecentre,ÆLDRE - Flere gode leveår
1683,2020,"FDF Kolind, Midtjylland",9.775 kr.,Brandforebyggelse er vigtigt,TRYGHED I HVERDAGEN - Andet
1684,2020,"AL2bolig, Midtjylland",750.000 kr.,Tryghed og sociale mentorer,TRIVSEL - Et liv uden kriminalitet
1685,2020,"Red Barnet Langeland, Syddanmark",40.000 kr.,Til søs med Fylla,BØRN OG UNGE - Alle med fra start
1686,2020,"Mødrehjælpen Viborg, Midtjylland",219.456 kr.,"Sommerlejr, fællesskab, venner",BØRN OG UNGE
1687,2020,"Selvhjælp Silkeborg, Midtjylland",2.366.866 kr.,Nye rum for fællesskaber,VOKSNE - Fællesskaber for alle
1688,2020,"Lænken, Sønderborg, Syddanmark",4.000 kr.,"Vrede, frustration",BØRN OG UNGE - Klar til livet
1689,2020,"Red Barnet Nordfyn, Syddanmark",45.000 kr.,Togt med Fylla,BØRN OG UNGE
1690,2020,"Svømmeklubben Koral, Midtjylland",6.000 kr.,Livredning,TRYGHED I HVERDAGEN
1691,2020,"DGI Vestjylland, Midtjylland",1.303.040 kr.,Jump4Fun i Midt og Vestjylland,BØRN OG UNGE - Klar til livet
1692,2020,"Randers gymnastiske forening, Midtjylland",4.500 kr.,Sikker Åbent vand svømning,TRYGHED I HVERDAGEN
1693,2020,"Aarhus Sejlklub, Midtjylland",24.500 kr.,Sikkerhed på vandet,TRYGHED I HVERDAGEN - Respekt for vand
1694,2020,"Hovedgård Idrætsforening, Midtjylland",28.000 kr.,Livredning og vandsikkerhed,TRYGHED I HVERDAGEN - Respekt for vand
1695,2020,"TUBA Danmark, Syddanmark",78.184 kr.,Terapigruppe Odense 2020-21,BØRN OG UNGE - Klar til livet
1696,2020,"Innovation og Medborgerskab, Aarhus Kommune, Midtjylland",2.000.000 kr.,Klimacafé og beskæftigelse.,VOKSNE - Fællesskaber for alle
1697,2020,"Forening, Midtjylland",231.380 kr.,Nye måder at mødes - Online,VOKSNE - Fællesskaber for alle
1698,2020,"Rotary og Strandbakkehuset , Midtjylland",5.337 kr.,Udeområdet v/ Strandbakkehuset,TRYGHED I HVERDAGEN
1699,2020,"Bøgelunds Vennekreds , Midtjylland",100.000 kr.,Ny handicapbus til Bøgelund,BØRN OG UNGE
1700,2020,"Red Barnets lokalafdeling i Faaborg-Midtfyn, Syddanmark",64.200 kr.,Sommerlejr med naturen i fokus,BØRN OG UNGE - Alle med fra start
1701,2020,"Kirkens Korshær i Horsens, Midtjylland",802.273 kr.,Sundhed på varmestuen,VOKSNE - Fællesskaber for alle
1702,2020,"GAME, Midtjylland",1.625.804 kr.,Med på Asfalten,TRIVSEL - En plads i fællesskabet
1703,2020,"Ringkøbing Skole SCV , Midtjylland",27.288 kr.,Sikker i trafikken,TRYGHED I HVERDAGEN - Andet
1704,2020,"Kafe Kolind, Midtjylland",2.200.000 kr.,Musikkens fællesskaber,TRIVSEL - En plads i fællesskabet
1705,2020,"Kvisten, Midtjylland",1.471.690 kr.,Rekruttering og fastholdelse,VOKSNE
1706,2020,"Sundhed og Omsorg, Struer Kommune, Midtjylland",60.000 kr.,Musikhave til Bøgelund,ÆLDRE
1707,2020,"Gallo Huset, Midtjylland",320.000 kr.,Arbejdsmarkedsprojekt,ANDET
1708,2020,"Angstforeningen, Syddanmark",325.000 kr.,Udvikling af Café ODA Odense,VOKSNE - Fællesskaber for alle
1709,2020,"Danmarks Jægerforbund, Midtjylland",2.000.000 kr.,Naturlig Ressource,BØRN OG UNGE
1710,2020,"Red Barnet, Syddanmark",100.000 kr.,På togt med Red Barnet og Frem,ÆLDRE - Et godt liv som pårørende
1711,2020,"OK-Klubben, Syddanmark",12.750 kr.,Midler til lydanlæg,ANDET
1712,2020,"Ungdommens Røde Kors, Syddanmark",43.875 kr.,En tivolitur for udsatte børn,BØRN OG UNGE - Alle med fra start
1713,2020,"RECOVERY BULLS Danmark, Syddanmark",800.000 kr.,RECOVERY BULLS Girls,VOKSNE - Sundere liv
1714,2020,"Odense kommune, Syddanmark",2.172 kr.,Hjertelungeredning,TRYGHED I HVERDAGEN - Hjertestart
1715,2020,"Bedre Psykiatri , Syddanmark",20.000 kr.,Samtalegruppe for pårørende,ÆLDRE - Flere gode leveår
1716,2020,"Region Syddanmark, Sygehus Sønderjylland Aabenraa, Syddanmark",498.000 kr.,Tele-stomi,ANDET
1717,2020,"OUH Svendborg Sygehus, Syddanmark",750.000 kr.,Fælles Demenskort,ÆLDRE
1718,2020,"Kolding Volleyball Klub (KVK), Syddanmark",850.000 kr.,Ung i Volley,BØRN OG UNGE - Alle med fra start
1719,2020,"Kriminalforsorgen, Syddanmark",156.000 kr.,Sundere vaner(...),ANDET
1720,2020,"Recovery Bulls Odense , Syddanmark",100.000 kr.,Fællesspisning,BØRN OG UNGE - Alle med fra start
1721,2020,"Thurø Sejlklub, Syddanmark",25.000 kr.,Sikkerhed for børn i sejlklub,TRYGHED I HVERDAGEN - Respekt for vand
1722,2020,"Ungdommens Røde Kors, Syddanmark",40.000 kr.,Frøen 2021,BØRN OG UNGE - Alle med fra start
1723,2020,"Odense Idrætspark, Syddanmark",10.000 kr.,Baby QCPR genoplivningsdukker,TRYGHED I HVERDAGEN - Hjertestart
1724,2020,"KFUM Spejderne, Syddanmark",15.647 kr.,Sikkerhed på vandet,TRYGHED I HVERDAGEN - Respekt for vand
1725,2020,"Plejecenter lille glasvej, Syddanmark",75.000 kr.,Medicinsk godkendt massagestol,ÆLDRE - Et godt liv som pårørende
1726,2020,"Odense Universitetshospital, Syddanmark",261.002 kr.,HC Ands ”anatomi univers”.,ANDET
1727,2020,"Red Barnet Middelfart, Syddanmark",45.000 kr.,Landkrabber til søs,BØRN OG UNGE - Alle med fra start
1728,2020,"DHG Håndbold, Syddanmark",32.732 kr.,Lægetasker,TRYGHED I HVERDAGEN - Hjertestart
1729,2020,"FDF Odense 10 Dalum-Hjallese, Syddanmark",6.400 kr.,Turkanosikkerhedskursus,SIKKERHED - Respekt for vand
1730,2020,"De Frivilliges Hjælpecentral, Frivilligcentret, Syddanmark",15.000 kr.,De Frivilliges Hjælpecentral,ANDET
1731,2020,"Red Barnets Familieoplevelsesklub i Svendborg, Syddanmark",45.000 kr.,Sommerlejr 2021,BØRN OG UNGE - Alle med fra start
1732,2020,"Høreforeningen, Syddanmark",76.400 kr.,Transportabelt teleslyngeanlæg,ANDET
1733,2020,"Red Barnet, Syddanmark",50.000 kr.,Sommerlejr i Fredericia,BØRN OG UNGE - Alle med fra start
1734,2020,"Red Barnet, Syddanmark",47.000 kr.,Ud på søen ind i fællesskabet,BØRN OG UNGE - Alle med fra start
1735,2020,"Frivilligcenter Aabenraa, Syddanmark",1.100.000 kr.,Ung i fællesskab,BØRN OG UNGE
1736,2020,"Trekantområdets Brandvæsen, Syddanmark",46.500 kr.,Isbåd til Jels Frivillige Brandværn,TRYGHED I HVERDAGEN - Respekt for vand
1737,2020,"Åmosen, Syddanmark",80.000 kr.,Sofacykel og aktiv/passiv cykel,ANDET
1738,2020,"Red Barnet lokalforening Kerteminde, Syddanmark",48.000 kr.,Nære relationer til familier,BØRN OG UNGE - Alle med fra start
1739,2020,"Regnbuelejren, Ungdommens Røde Kors, Syddanmark",30.000 kr.,"Regnbuelejren, URK",BØRN OG UNGE - Alle med fra start
1740,2020,"Solskinslejren under Ungdommens Røde Kors, Hovedstaden",60.000 kr.,Socialt sårbare børn og unge,BØRN OG UNGE - Alle med fra start
1741,2020,"Orienteringsklubben Roskilde, Sjælland",15.000 kr.,Mobil hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
1742,2020,"Foreningen cafe i Nordvest, Hovedstaden",10.000 kr.,Fælleskab for flere,ÆLDRE - Et godt liv som pårørende
1743,2020,"Arbejdsmarkedsservice Storkøbenhavn /Migrantcenter Hovedstaden, Hovedstaden",340.000 kr.,Hjælp til arbejdsmigranter,ANDET
1744,2020,"Idræts- & Fritidsunionen i Greve, Sjælland",637.214 kr.,Træd ind i fællesskabet,VOKSNE - Fællesskaber for alle
1745,2020,"Odden, Nykøbing, Egebjerg Skole, Sjælland",30.734 kr.,Lånecykler,BØRN OG UNGE - Klar til livet
1746,2020,"Mud`n`Race, Sjælland",9.075 kr.,Førstehjælpsudstyr og Tasker,TRYGHED I HVERDAGEN - Hjertestart
1747,2020,"Red Barnet, Ringsted Lokalafdeling, Sjælland",29.900 kr.,Jorden rundt - på 4 dage,BØRN OG UNGE - Alle med fra start
1748,2020,"krisecenter for mænd i Fredericia, Syddanmark",143.000 kr.,Sund kost,ANDET
1749,2020,"Selvhjælp Fredericia-Middelfart, Syddanmark",444.200 kr.,Selvhjælpsgrupper for unge,BØRN OG UNGE - Klar til livet
1750,2020,"Ungdommens Røde Kors, Sjælland",468.344 kr.,En bro til fremtiden,TRIVSEL - En chance i livet
1751,2020,"Red Barnet, Hovedstaden",56.300 kr.,Efterårstur til Møns Klint,BØRN OG UNGE - Alle med fra start
1752,2020,"Boligselskabet Sjælland, Sjælland",695.000 kr.,Mere tryghed i almene boliger,TRYGHED I HVERDAGEN - Forebyg indbrud
1753,2020,"Lindholm Dagskole, Sjælland",78.000 kr.,E-sport,BØRN OG UNGE - Alle med fra start
1754,2020,"Gentofte Ungdomsskole, Hovedstaden",35.000 kr.,Vi10,BØRN OG UNGE - Alle med fra start
1755,2020,"Epilepsiforeningen Kreds Midtvestsjælland, Sjælland",60.000 kr.,Juletur,ANDET
1756,2020,"Børneliv, Sjælland",500.000 kr.,Børnelivs børneworkshops,BØRN OG UNGE - Klar til livet
1757,2020,"Red Barnet Bornholm, Hovedstaden",92.000 kr.,Ferier for Solskinsøens børn,BØRN OG UNGE
1758,2020,"Metodistkirkens Sociale Arbejde, Hovedstaden",36.180 kr.,God start på dagen,VOKSNE - Fællesskaber for alle
1759,2020,"Lolland Falster Livredderklub, Sjælland",20.000 kr.,Sikkerhed på vandet,TRYGHED I HVERDAGEN - Respekt for vand
1760,2020,"Fonden GRO Kvindekrisecenter, Sjælland",150.000 kr.,Sociale fællesskaber GRO,VOKSNE - Fællesskaber for alle
1761,2020,"Guldborgsund Handicap, Sjælland",79.500 kr.,Et aktivt liv- trods alle odds,SUNDHED - Lev med kronisk sygdom
1762,2020,"FGU Nordsjælland, Hovedstaden",81.950 kr.,Duocykler og cykelhjelme,TRIVSEL - En plads i fællesskabet
1763,2020,"TUBA Danmark, Hovedstaden",78.184 kr.,Terapigruppe København,BØRN OG UNGE - Klar til livet
1764,2020,"Guldborgsund Kommune, Sjælland",81.300 kr.,Sundby Cykler Sammen,TRIVSEL - En plads i fællesskabet
1765,2020,"Måløvhøj skole, Hovedstaden",4.000 kr.,Fri for mobberi kuffert,VOKSNE - Sundere liv
1766,2020,"Næstved Motor Klub Nisseringen, Sjælland",18.796 kr.,"Sikkerhed, førstehjælpskursus, samaritudstyr",SIKKERHED - Akut hjælp
1767,2020,"Bo og Rehabiliteringscenter Bjerggårdshaven, Syddanmark",61.500 kr.,Virtuel Aktivitetscykel,ÆLDRE - Et godt liv som pårørende
1768,2020,"KFUM-Spejderne i Herlufmagle, Sjælland",58.820 kr.,Topspejderdag om Førstehjælp,TRYGHED I HVERDAGEN - Hjertestart
1769,2020,"Allerød Røde Kors , Hovedstaden",45.975 kr.,Weekendtur til Kalundborg,TRIVSEL - En plads i fællesskabet
1770,2020,"Krumspring, Hovedstaden",62.538 kr.,Tryg i Trafikken - fase 1 Kbh.,SIKKERHED - Sikker i trafikken
1771,2020,"De Gule Spejdere, Hovedstaden",23.605 kr.,Resusci Anne QCPR AED,TRYGHED I HVERDAGEN - Hjertestart
1772,2020,"Lokalafdelingen SIND i Frederikssund og Egedal kommuner, Hovedstaden",20.000 kr.,Sociale og kulturelle tilbud,BØRN OG UNGE - Alle med fra start
1773,2020,"LAP København og Frederiksberg, Hovedstaden",140.000 kr.,LAP Vendepunkter,VOKSNE - Fællesskaber for alle
1774,2020,"Fredensborg Kommune, Hovedstaden",300.000 kr.,NatuRo - Unge i trivsel,BØRN OG UNGE - Klar til livet
1775,2020,"Nordsjællands Hospital, Hillerød, Hovedstaden",78.200 kr.,Trygge rammer på hospitalet,BØRN OG UNGE - Klar til livet
1776,2020,"Sejlcenter Nivaa, Hovedstaden",19.600 kr.,Sikker Vintersejlads,TRYGHED I HVERDAGEN - Respekt for vand
1777,2020,"Lillevang Skole, Hovedstaden",310.000 kr.,Sanserum til skoleelever,BØRN OG UNGE - Alle med fra start
1778,2020,"Red Barnet Ungdom, Hovedstaden",1.750.000 kr.,Barnets Ven,BØRN OG UNGE - Klar til livet
1779,2020,"skolen ved skoven, special skole, Hovedstaden",393.593 kr.,Gåmaskine til børn,ANDET
1780,2020,"Fensmarkskolen, Hovedstaden",322.417 kr.,Fællesskaber på Fensmarkskolen,ANDET
1781,2020,"Frivilligcenter Albertslund, Hovedstaden",735.000 kr.,Det Kreative Værksted,VOKSNE - Fællesskaber for alle
1782,2020,"Psykologisk korttidsrådgivning Bagsværd, Hovedstaden",44.668 kr.,Psykologisk Korttidsrådgivning,VOKSNE - Fællesskaber for alle
1783,2020,"Multiparkforeningen, Hovedstaden",2.000.000 kr.,Et fællesskabende medborgerhus,VOKSNE - Fællesskaber for alle
1784,2020,"Botilbuddet Gydehøj, Hovedstaden",60.260 kr.,Psykisk velbefindelse,ANDET
1785,2020,"Rigshospitalet, Hovedstaden",1.983.078 kr.,Demensvenlig Have,ANDET
1786,2020,"Røde Kors Hovedstaden, Hovedstaden",2.024.000 kr.,Fra madspild til sundt liv,VOKSNE - Fællesskaber for alle
1787,2020,"Ragnhildgadefonden, Hovedstaden",550.000 kr.,Nye rammer for fællesskabet,BØRN OG UNGE - Alle med fra start
1788,2020,"Botilbuddene i Brøndby, Hovedstaden",67.400 kr.,Lev sundt med kronisk sygdom,ANDET
1789,2020,"Region Hovedstaden, Hovedstaden",1.960.000 kr.,Når patienter underviser,SUNDHED - Patienten først
1790,2020,"Instituttet for Blinde og Svagsynede , Hovedstaden",1.257.168 kr.,Flere frivillige fællesskaber,VOKSNE - Fællesskaber for alle
1791,2020,"I Tråd med Verden, Hovedstaden",1.234.000 kr.,Bæredygtigt Fællesskab,TRIVSEL
1792,2020,"Eventyrlandet, Klynge Radius, Hovedstaden",342.320 kr.,Sanserum - et rum med mulighed,BØRN OG UNGE - Klar til livet
1793,2020,"Foreningen Café i Nordvest, Hovedstaden",2.669 kr.,Brandsikkerhed i cafeen,TRYGHED I HVERDAGEN - Andet
1794,2020,"BørneBasketFonden, Hovedstaden",617.400 kr.,Relationer og bevægelse,BØRN OG UNGE - Klar til livet
1795,2020,"Ungdommens Røde Kors, Hovedstaden",1.198.639 kr.,Anbragtes plads i fællesskabet,BØRN OG UNGE
1796,2020,"SydhavnsCompagniet , Hovedstaden",2.000.000 kr.,FællesSkabet,VOKSNE - Fællesskaber for alle
1797,2020,"Psykiatrisk Center Sankt Hans, Hovedstaden",131.400 kr.,Hunde i retspsykiatrien,ANDET
1798,2020,"JunkFood, Hovedstaden",1.600.000 kr.,Mad med mening til de udsatte,TRIVSEL - En plads i fællesskabet
1799,2020,"Bispebjerghjemmet, Hovedstaden",57.153 kr.,Vedligeholdende Cykeltræning,ÆLDRE - Et godt liv som pårørende
1800,2020,"BUC RHP og Københavns Universitet, Landsdækkende",939.359 kr.,Familiebaserede interventioner,ANDET
1801,2020,"Foreningen lex.dk, Landsdækkende",1.050.000 kr.,LEX: mental sundhed+akut hjælp,ANDET
1802,2020,"Komiteen for Sundhedsoplysning, Landsdækkende",89.180 kr.,Malte og Maltes mave,BØRN OG UNGE - Klar til livet
1803,2020,"VIVE - Viden til velfærd. Det Nationale Forsknings- og Analysecenter for Velfærd, Landsdækkende",770.313 kr.,Et trygt ambulant møde,VOKSNE - Fællesskaber for alle
1804,2020,"Dansk Yoga Forbund, Landsdækkende",24.357 kr.,Førstehjælp til Yoga-branchen,TRYGHED I HVERDAGEN - Hjertestart
1805,2020,"Region Syddanmark, Landsdækkende",4.969.000 kr.,Sundhed sammen hjemmefra,ANDET
1806,2020,"Syddansk Universitet, Landsdækkende",36.850 kr.,Formidling: FOKUS & forskning II,BØRN OG UNGE - Klar til livet
1807,2020,"Tænketanken Perspektiv, Landsdækkende",1.580.000 kr.,Få unge indsatte i uddannelse,BØRN OG UNGE - Parat til uddannelse
1808,2020,"Aalborg Universitet, Landsdækkende",515.928 kr.,Telemedicin og livskvalitet,ANDET
1809,2020,"Københavns Professionshøjskole, Landsdækkende",346.070 kr.,Demens og beroligende massage,SUNDHED - Mental sundhed
1810,2020,"Dansk Kano & Kajak Forbund, Landsdækkende",585.750 kr.,Førstehjælp på vandet,TRYGHED I HVERDAGEN - Hjertestart
1811,2020,"Præhospitalet. Region Midtjylland. , Landsdækkende",329.773 kr.,Precharge,SUNDHED - Akut hjælp
1812,2020,"Aarhus Universitetshospital Psykiatrien, Landsdækkende",999.664 kr.,Angst hos teenagers med ASF,SUNDHED - Mental sundhed
1813,2020,"Børnecancerfonden, Landsdækkende",446.082 kr.,Godt fra start,ANDET
1814,2020,"University of Southern Denmark, Landsdækkende",999.960 kr.,Shared Reading in retirement,ÆLDRE
1815,2020,"Krims Retshjælp, Landsdækkende",800.000 kr.,Fængselsprojektet,VOKSNE - Fællesskaber for alle
1816,2020,"Førstehjælp For Folkeskoler, der hører under IMCC (International Medical Cooperation Comitee), Landsdækkende",18.000 kr.,Nationalweekend,TRYGHED I HVERDAGEN - Hjertestart
1817,2020,"Veteranstøtten under Danmarks Veteraner, Landsdækkende",60.000 kr.,Livstilsændringskursus,VOKSNE - Sundere liv
1818,2020,"Syddansk Universitet, Landsdækkende",1.215.663 kr.,Coronapandemi og folkesundhed,SUNDHED - Mental sundhed
1819,2020,"Region Hovedstadens Psykiatri, Landsdækkende",2.715.206 kr.,Kognition i Virtual Reality,VOKSNE - Fællesskaber for alle
1820,2020,"Epilepsiforeningen Kreds Midtvestsjælland, Landsdækkende",75.000 kr.,Bornholmertur 2021,SUNDHED - Lev med kronisk sygdom
1821,2020,"Sygehus Lillebælt, Landsdækkende",441.185 kr.,Mestring af funktionel lidelse,ANDET
1822,2020,"Landsforeningen Mistet Barn, Landsdækkende",100.000 kr.,Hjælp til forældre i sorg,ANDET
1823,2020,"Børnenes Lystfisker Akademi, Landsdækkende",23.062 kr.,Tryg ved vand,TRYGHED I HVERDAGEN - Hjertestart
1824,2020,"Psykologisk Institut, Aarhus Universitet, Landsdækkende",66.145 kr.,Sprog hos børn med og uden ADHD,BØRN OG UNGE - Klar til livet
1825,2020,"Metodistkirkens Børne- og Ungdomsforbund, Landsdækkende",19.750 kr.,Sikker kanotur 2021,SIKKERHED - Respekt for vand
1826,2020,"Børn og Unges Trivsel , Landsdækkende",3.339.000 kr.,Virtuelt UNIK-værested,BØRN OG UNGE
1827,2020,"Tre privatpersoner, Landsdækkende",17.000 kr.,Juleaften for døve 2020,VOKSNE - Fællesskaber for alle
1828,2020,"Region Nordjylland, Landsdækkende",763.750 kr.,PPJ - Høj kvalitets akutdata,TRYGHED I HVERDAGEN - Hjertestart
1829,2020,"Det Danske Spejderkorps, Landsdækkende",26.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1830,2020,"Folketeatret SI og Aarhus Teater SI, Landsdækkende",200.000 kr.,"""Fuldt Hus"" - Pilotprojekt",VOKSNE - Fællesskaber for alle
1831,2020,"Udviklingshæmmedes Landsforbund. (ULF) Udviklingshæmmedes egen organisation., Landsdækkende",477.648 kr.,ULF - fælles,VOKSNE - Fællesskaber for alle
1832,2020,"TUBA Danmark, Landsdækkende",1.770.000 kr.,Kortfilm/kampagne - Ida 2 og 3,BØRN OG UNGE - Alle med fra start
1833,2020,"Herlev Hospital, Landsdækkende",5.000.000 kr.,Vi tester Danmark,SUNDHED
1834,2020,"SIND Ungdom, Landsdækkende",701.600 kr.,"""Er jeg den eneste?""",BØRN OG UNGE - Klar til livet
1835,2020,"Red Barnet, Landsdækkende",243.000 kr.,"Sikker klub, sikker lejr 2021",TRYGHED I HVERDAGEN - Respekt for vand
1836,2020,"National Efterforskningscenter, Rigspolitiet., Landsdækkende",3.200.000 kr.,Group Violence Intervention,ANDET
1837,2020,"SAVN - Børn og pårørende til indsatte, Landsdækkende",989.290 kr.,"Råd om penge, jura og børn",VOKSNE - Fællesskaber for alle
1838,2020,"Fonden Ungdomsøen , Landsdækkende",435.500 kr.,Førstehjælp på Ungdomsøen,TRYGHED I HVERDAGEN - Hjertestart
1839,2020,"Foreningen Tjeles Venner, Landsdækkende",200.000 kr.,Livsglæde weekend,BØRN OG UNGE - Alle med fra start
1840,2020,"DepressionsForeningen, Landsdækkende",366.050 kr.,Lyden af et sundt sind,ANDET
1841,2020,"Landsforeningen Autisme, Landsdækkende",870.000 kr.,Socialt selvforsvar,BØRN OG UNGE - Alle med fra start
1842,2020,"Forbrugerrådet Tænk, Landsdækkende",826.680 kr.,Undersøgelse af unges økonomi,TRIVSEL - En chance i livet
