,Year,Reciever,Grant size (DKK),Description,Project Category
4284,2017,"Støvring Svømmehal, Nordjylland",3.500 kr.,remedier til kurser,TRYGHED I HVERDAGEN - Hjertestart
4285,2017,"De Studerendes Ervhervskontakt, Nordjylland",6.101 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4286,2017,"AK-Dagtilbud, Aalborg kommune, Nordjylland",43.750 kr.,At yde omsorg,ÆLDRE - Et godt liv som pårørende
4287,2017,"Holstebro Roklub, Midtjylland",10.500 kr.,Skoleroning,TRYGHED I HVERDAGEN - Respekt for vand
4288,2017,"Bjerringbro MTB klub, Midtjylland",7.500 kr.,sikkerhed i skoven,TRYGHED I HVERDAGEN
4289,2017,"Arden-Hallerne, Nordjylland",31.995 kr.,Mariagerfjord taber sig,BØRN OG UNGE
4290,2017,"""Bevar Strib Bibliotek"", Syddanmark",7.000 kr.,Hjerteløberprojekt Strib,TRYGHED I HVERDAGEN
4291,2017,"Enrum Plejecenter, Syddanmark",150.000 kr.,PercissionPlay musikinstrument,ANDET
4292,2017,"Frivilligcenter Sydfyn/ Kontakt mellem Mennesker, Syddanmark",832.000 kr.,"Gå Dig Glad, region Syddanmark",BØRN OG UNGE - Alle med fra start
4293,2017,"CSV Odense, Syddanmark",22.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
4294,2017,"Louiseskolen, Syddanmark",470.305 kr.,Trivsel og læring,BØRN OG UNGE
4295,2017,"Klintholm Rideklub, Syddanmark",20.000 kr.,Førstehjælpskursus børn/unge,TRYGHED I HVERDAGEN
4296,2017,"Tankefuld Rideklub, Syddanmark",8.000 kr.,Førstehjælp - rytter og hest,TRYGHED I HVERDAGEN - Hjertestart
4297,2017,"Sydvestjysk Sygehus, Kvalitets- og Forbedringsafdelingen , Syddanmark",3.062.288 kr.,Forløb for borgere med afasi,ÆLDRE
4298,2017,"Dykkerklubben Moby Dick, Syddanmark",20.348 kr.,Førstehjælp i dykkerklubben,TRYGHED I HVERDAGEN
4299,2017,"Vojens Hallerne, Syddanmark",2.500 kr.,Juniordukke til HLR,TRYGHED I HVERDAGEN - Hjertestart
4300,2017,"Røde Kors , Syddanmark",8.000 kr.,Skridsikre varme sokker,ÆLDRE
4301,2017,"Rehabilitering, Træning og Aktivitet Faaborg - Midtfyn Kommune, Syddanmark",5.000 kr.,KRAM dag 8. juni 2018,ÆLDRE
4302,2017,"Røde Kors, Syddanmark",10.000 kr.,Sunday Girls Club,BØRN OG UNGE
4303,2017,"Lokalrådet ØBØF/Ødis Bramdrup-Ødis-Fovslet, Syddanmark",14.000 kr.,To førstehjælpskurser,TRYGHED I HVERDAGEN
4304,2017,"Branderup Aktivcenter, Syddanmark",7.000 kr.,Hjertestarter tilgængelig i by,TRYGHED I HVERDAGEN - Hjertestart
4305,2017,"KFUM Social Arbejde , Syddanmark",182.500 kr.,Maskiner og basis til KORN180,BØRN OG UNGE
4306,2017,"Vækststedet, Kolding Kommune, Syddanmark",15.000 kr.,Borger til Borger,BØRN OG UNGE - Alle med fra start
4307,2017,"Lunde Borgerforening, Syddanmark",11.000 kr.,Hjertestarterkursus,TRYGHED I HVERDAGEN
4308,2017,"Ensted Idrætsanlæg, Syddanmark",5.000 kr.,Varmeskab til hjerterstarter,TRYGHED I HVERDAGEN - Hjertestart
4309,2017,"Middelfart Kommune, Syddanmark",100.000 kr.,Cykling uden alder,ÆLDRE - Et godt liv som pårørende
4310,2017,"Kolding Sygehus, Syddanmark",500.000 kr.,Barnets vej: Blodprøvetagning,BØRN OG UNGE
4311,2017,"Ærø Hjertestarterforening, Syddanmark",50.000 kr.,Ærø Hjertestarterforening,TRYGHED I HVERDAGEN
4312,2017,"Odense Musikskole, Syddanmark",330.000 kr.,Musik på tværs,BØRN OG UNGE - Alle med fra start
4313,2017,"Sct. Georgs Gilderne, Syddanmark",10.000 kr.,Aktivitetslejren,BØRN OG UNGE
4314,2017,"Odense Universitetshospital, Syddanmark",50.000 kr.,Alle har ret til frisk luft,ANDET
4315,2017,"Botilbuddet Lille Glasvej , Syddanmark",65.000 kr.,Sansestimuli,ANDET
4316,2017,"Center for Børn og Unge, Syddanmark",95.950 kr.,Rehabilitering med musik,BØRN OG UNGE - Alle med fra start
4317,2017,"Kløverhaven, Syddanmark",65.000 kr.,Velvære for Demente,ANDET
4318,2017,"Egetoft Aktivitet og Træning og Plejecenter Hejlskov, Syddanmark",6.000 kr.,Førstehjælp medborgerkursus,TRYGHED I HVERDAGEN
4319,2017,"Musikbandet UNICO, Syddanmark",10.000 kr.,Muskikbandet UNICO,BØRN OG UNGE - Alle med fra start
4320,2017,"Egetoft Aktivitet og træning, Syddanmark",14.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4321,2017,"Unge For Ligeværd Sydvest, Syddanmark",4.800 kr.,Sikker aktion ved brand,TRYGHED I HVERDAGEN - Andet
4322,2017,"KFUM-Spejderne, Ringe Gruppe, Syddanmark",2.000 kr.,Sikkerhedsudstyr til joller,TRYGHED I HVERDAGEN - Respekt for vand
4323,2017,"Langeskov Brandmandsklub, Syddanmark",25.000 kr.,Sikkerhed frem for alt,TRYGHED I HVERDAGEN - Andet
4324,2017,"Svendborg Roklub, Syddanmark",17.000 kr.,Sikkerhed,TRYGHED I HVERDAGEN - Respekt for vand
4325,2017,"Hessum Bylaug, Syddanmark",13.000 kr.,Hjertestarterkursus,TRYGHED I HVERDAGEN
4326,2017,"Skør med rock, Syddanmark",25.000 kr.,Skør med rock,VOKSNE
4327,2017,"Erritsø Svømmeklub, Syddanmark",17.500 kr.,Svømning for alle børn,TRYGHED I HVERDAGEN
4328,2017,"Erhvervsgymnasiet Grindsted, Syddanmark",4.650 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
4329,2017,"Esbjerg Golfklub, Syddanmark",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4330,2017,"Skærbæk Bådklub, Syddanmark",14.392 kr.,Sikkerhed ved træning på vand,TRYGHED I HVERDAGEN - Respekt for vand
4331,2017,"Ødis skole, Syddanmark",4.000 kr.,Køb af varmeskab.,TRYGHED I HVERDAGEN - Hjertestart
4332,2017,"Vesterhavsgruppen, Det Danske Spejderkorps, Syddanmark",6.345 kr.,Røgalarmer,TRYGHED I HVERDAGEN - Andet
4333,2017,"Bredsten-Gadbjerg skole, Syddanmark",16.062 kr.,Hjertestartertræner,TRYGHED I HVERDAGEN
4334,2017,"Næsby Cykelmotion, Syddanmark",13.350 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4335,2017,"Fjordskolen, Syddanmark",13.000 kr.,Sikker på cykel,TRYGHED I HVERDAGEN - Andet
4336,2017,"Ældresagen, Syddanmark",350.000 kr.,Brandsikring for ældre borgere,TRYGHED I HVERDAGEN - Andet
4337,2017,"Vester sottrup frivillige brandværn, Syddanmark",15.400 kr.,brug af hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4338,2017,"Brandts - museum for kunst og visuel kultur, Syddanmark",7.000 kr.,Flytning af hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4339,2017,"Strib- Ro og Kajakklub, Syddanmark",13.743 kr.,Kajakinstruktør sikkerhedssæt,TRYGHED I HVERDAGEN
4340,2017,"Lumbylung ejet af OK fonden, Syddanmark",6.000 kr.,Førstehjælp,TRYGHED I HVERDAGEN - Hjertestart
4341,2017,"Aabenraa kommune, Syddanmark",7.000 kr.,Tilgængelig hjertestarter,TRYGHED I HVERDAGEN
4342,2017,"Beredskabsforeningen Fredericia, Syddanmark",30.000 kr.,AED til førstehjælpsteam,TRYGHED I HVERDAGEN
4343,2017,"Sct Hans Skole, Syddanmark",50.000 kr.,TrampolinØen,BØRN OG UNGE - Klar til livet
4344,2017,"Carlsminde Kollegiet, Syddanmark",12.375 kr.,Sundhedsforløb,BØRN OG UNGE - Klar til livet
4345,2017,"Politiet, Syddanmark",15.000 kr.,Uddeling af cykelhjelme,TRYGHED I HVERDAGEN - Andet
4346,2017,"Spejderne i Billund kommune, Syddanmark",2.000 kr.,Spejdernes lejr 2017 Billund,TRYGHED I HVERDAGEN
4347,2017,"Netværksgruppe under lungeforeningen, Sundhedscenter Esbjerg, Højvang, Syddanmark",10.000 kr.,Sommerudflugt med bus,ÆLDRE
4348,2017,"KFUM spejderne, Syddanmark",10.500 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
4349,2017,"Støtteforening for Bosager/Flintholm, Syddanmark",120.000 kr.,Tag turen på parcykel.,TRYGHED I HVERDAGEN - Andet
4350,2017,"Foreningen Grøn Læring, Sjælland",20.000 kr.,Skolehaver i Næstved,BØRN OG UNGE - Klar til livet
4351,2017,"Svømmeklubben Søløven, Syddanmark",20.000 kr.,Svømmefærdigheder,TRYGHED I HVERDAGEN - Respekt for vand
4352,2017,"Tølløse Boldklub, Sjælland",21.450 kr.,Førstehjælp i fodboldklub,TRYGHED I HVERDAGEN
4353,2017,"""Landsbyforeningen Gørslev og Omegn"", Sjælland",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4354,2017,"Grundejerforeningen Hjorthøjparken, Sjælland",8.125 kr.,Hjerteløberuddannelse,TRYGHED I HVERDAGEN - Hjertestart
4355,2017,"Guldborgsund Kommune, Sjælland",251.500 kr.,Vi knytter bånd via cykling,ÆLDRE
4356,2017,"Seniorbofællesskabet Kirsebærlunden 1 - 21, Sjælland",20.000 kr.,Tryghed i baghaven.,TRYGHED I HVERDAGEN
4357,2017,"Rådmandscentret, Sjælland",8.125 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4358,2017,"Holbæk Kommune, Sjælland",25.000 kr.,Musikken flytter ind,ÆLDRE - Et godt liv som pårørende
4359,2017,"Stenlille private dagpleje, Sjælland",3.750 kr.,Førstehjælpskursus vedligehold,TRYGHED I HVERDAGEN - Hjertestart
4360,2017,"Den selvejende institution Mønshallerne, Sjælland",103.455 kr.,Yde bedre førstehjælp,TRYGHED I HVERDAGEN - Hjertestart
4361,2017,"Midtsjællands Golfklub, Sjælland",7.000 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN
4362,2017,"Rødby motionscenter, Sjælland",8.757 kr.,Førstehjælpkursus,TRYGHED I HVERDAGEN
4363,2017,"Odense Kajakklub, Syddanmark",15.250 kr.,Kajakveste til sommerbrug,TRYGHED I HVERDAGEN
4364,2017,"Det Danske Spejderkorps, Sjælland",12.500 kr.,Førstehjælp for spejdere,TRYGHED I HVERDAGEN - Hjertestart
4365,2017,"Lynggårdens Grundejerforening, Sjælland",15.000 kr.,Lynggårdens hjerteberedsskab,TRYGHED I HVERDAGEN
4366,2017,"Syv Menighedsråd, Sjælland",7.000 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
4367,2017,"FDF, Sjælland",5.000 kr.,"Undervisning,slukning af brand",TRYGHED I HVERDAGEN
4368,2017,"Arena Næstved, Sjælland",7.000 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
4369,2017,"Træskibsforeningen Faaborg, Syddanmark",20.000 kr.,PROJEKT HAVGASSEN,TRYGHED I HVERDAGEN
4370,2017,"Haderslev Roklub, Syddanmark",21.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
4371,2017,"Dansk Køre Selskab som er under Dansk Køre Forbund, Sjælland",20.000 kr.,Mobilt førstehjælp,TRYGHED I HVERDAGEN
4372,2017,"Beredskabsforbundet Kalundborg, Sjælland",43.800 kr.,Synlig Førstehjælp,TRYGHED I HVERDAGEN
4373,2017,"Komiteen for Sundhedsoplysning, Sjælland",800.000 kr.,Anton og Sukkerdillen,BØRN OG UNGE
4374,2017,"Køge Orienteringsklub, Sjælland",12.950 kr.,Hjertestarter til stævnebrug,TRYGHED I HVERDAGEN
4375,2017,"Marstal Sejlklub, Syddanmark",17.000 kr.,Sikkerhed til søs,TRYGHED I HVERDAGEN
4376,2017,"OK-Fonden Margretecenteret i Maribo, Sjælland",13.000 kr.,Bedre trivsel til ældre,ANDET
4377,2017,"Nødambulanceforening Agersø / Omø under stiftelse., Sjælland",55.000 kr.,Nødambulance Agersø og Omø,TRYGHED I HVERDAGEN - Hjertestart
4378,2017,"Frivilligcenter Greve, Sjælland",652.144 kr.,Fritidsliv til alle,BØRN OG UNGE
4379,2017,"Arena Næstved, Sjælland",8.125 kr.,Hjertestarterkursus,TRYGHED I HVERDAGEN
4380,2017,"FDF Sct. Jørgensbjerg, Sjælland",2.500 kr.,Elementær brandbekæmpelse,TRYGHED I HVERDAGEN - Andet
4381,2017,"Allerød Røde Kors, Hovedstaden",36.250 kr.,Tilskud til weekendtur,BØRN OG UNGE - Alle med fra start
4382,2017,"Kolonibanden, Hovedstaden",449.930 kr.,Koloni for børn,BØRN OG UNGE
4383,2017,"WeAct, Hovedstaden",40.000 kr.,Salaam Shalom Festival,BØRN OG UNGE
4384,2017,"Den private forening Familieplejen Bornholm , Hovedstaden",325.000 kr.,SIKKER TRIVSEL,BØRN OG UNGE - Alle med fra start
4385,2017,"Settlementet på Vesterbro, Hovedstaden",741.920 kr.,Hr. Sommerfugls lærlinge,VOKSNE
4386,2017,"Sejlklubben Køge Bugt, Sjælland",8.125 kr.,Sikkerhed for ungdomssejlere,TRYGHED I HVERDAGEN - Respekt for vand
4387,2017,"Bornholms Politi, Hovedstaden",49.000 kr.,Hjertestarter,TRYGHED I HVERDAGEN
4388,2017,"Somali Diaspora Organisation, Hovedstaden",129.800 kr.,Systemguider,VOKSNE - Fællesskaber for alle
4389,2017,"Den kommunale dagpleje, Stevns kommune, Sjælland",2.600 kr.,Frisk luft og røde kinder,TRYGHED I HVERDAGEN
4390,2017,"Svenstrup Naturskole, Sjælland",8.125 kr.,Aktiv skoletid i skov,TRYGHED I HVERDAGEN - Andet
4391,2017,"Slagelse Rideklub, Sjælland",20.000 kr.,Brandsikring af rideskole,TRYGHED I HVERDAGEN
4392,2017,"Viby Svømmeklub, Sjælland",23.101 kr.,Livredning for alle,TRYGHED I HVERDAGEN
4393,2017,"Aarsdale Borgerforening, Hovedstaden",2.600 kr.,Kursus i førstehjælp,TRYGHED I HVERDAGEN
4394,2017,"Bramsnæs Sejlklub, Sjælland",31.007 kr.,Sikker kajaktur i det blå,TRYGHED I HVERDAGEN
4395,2017,"Det frie Gymnasium, Hovedstaden",60.000 kr.,Førstehjælp for dem der vil,TRYGHED I HVERDAGEN
4396,2017,"Maribo Svømmeforening, Sjælland",30.000 kr.,Kystlivredning som konkurrence,TRYGHED I HVERDAGEN
4397,2017,"Maribo Roklub, Sjælland",10.500 kr.,Indkøb af nye redningsveste,TRYGHED I HVERDAGEN
4398,2017,"Kirkens Korshær, Hovedstaden",100.000 kr.,Naboskab med Hjemløse,BØRN OG UNGE - Alle med fra start
4399,2017,"fsb, Hovedstaden",250.000 kr.,"""Boligkonflikten""",ANDET
4400,2017,"SFO Bivognen, Sjælland",6.500 kr.,Kør med cykelhjelm,TRYGHED I HVERDAGEN - Andet
4401,2017,"Amager Hvidovre Hospital , Hovedstaden",417.370 kr.,Patientuddannelse,ANDET
4402,2017,"NVPRO Campus, Sjælland",2.700 kr.,Redningsveste,TRYGHED I HVERDAGEN
4403,2017,"Vibenshus Skole, Hovedstaden",8.000 kr.,Jeg kan godt,BØRN OG UNGE - Alle med fra start
4404,2017,"DGI Storkøbenhavn, Hovedstaden",1.486.000 kr.,Fædrene på banen,BØRN OG UNGE - Alle med fra start
4405,2017,"Havkajak Stevns, Sjælland",31.913 kr.,Sikkerhed på havet,TRYGHED I HVERDAGEN
4406,2017,"Gentofte Vågetjeneste, Hovedstaden",56.250 kr.,Supervision for vågere,ÆLDRE
4407,2017,"Nørrebros børnehave, Sjælland",3.900 kr.,Cykelhjelme i børnehave,TRYGHED I HVERDAGEN
4408,2017,"Frivilligcenter & Selvhjælp Lyngby-Taarbæk, Hovedstaden",18.000 kr.,Førstehjælpskurser for frivillige,TRYGHED I HVERDAGEN - Hjertestart
4409,2017,"Professionshøjskolen Metropol, Hovedstaden",20.000 kr.,Ny sundhedscentral på PHM,VOKSNE - Fællesskaber for alle
4410,2017,"Dragør Hjertestarterlaug, Hovedstaden",17.000 kr.,HLR kursus i Dragør,TRYGHED I HVERDAGEN - Hjertestart
4411,2017,"Bedre Psykiatri Amager v/formand Tommy Rasmussen, Hovedstaden",18.000 kr.,Pårørendecafeer,ÆLDRE
4412,2017,"MY veterantog, Dansk Jernbane-Klub, Hovedstaden",10.000 kr.,Førstehjælp - tryghed for alle,TRYGHED I HVERDAGEN
4413,2017,"Juvelhuset, Hovedstaden",8.100 kr.,Massagebriks,VOKSNE
4414,2017,"FDF Høje Taastrup, Hovedstaden",1.900 kr.,Sikker omgang med ild ved FDF,TRYGHED I HVERDAGEN - Andet
4415,2017,"Foreningen Kvindekrisecenter Bornholm, Hovedstaden",25.000 kr.,Føstehjælpskursus,TRYGHED I HVERDAGEN
4416,2017,"Zoologisk Have, Hovedstaden",30.000 kr.,Kursus i HLR og hjertestarter,TRYGHED I HVERDAGEN
4417,2017,"Uddannelsescenter UiU, Hovedstaden",270.240 kr.,Handicapridning i idræt,BØRN OG UNGE
4418,2017,"A/B Tingparken, Allerød, Hovedstaden",2.000 kr.,Skab til hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4419,2017,"plejecenter Skanselyet, Hovedstaden",43.652 kr.,Min egen Hoveddør,ÆLDRE
4420,2017,"Netværksgruppen i Gentofte, Hovedstaden",157.000 kr.,Cykler til flygtninge 2017,TRYGHED I HVERDAGEN
4421,2017,"Bornholms Frivillige Samaritter, Hovedstaden",25.000 kr.,Hjertestarter/Førstehjælp,TRYGHED I HVERDAGEN - Hjertestart
4422,2017,"Børnehaven Mariehønen, Hovedstaden",2.600 kr.,Cykelhjelme til børn,TRYGHED I HVERDAGEN
4423,2017,"Maglebjergskolen, Hovedstaden",4.875 kr.,Trafiksikkerhed og gode vaner,TRYGHED I HVERDAGEN - Andet
4424,2017,"Svanemøllehavnen , Hovedstaden",21.000 kr.,Varmeskabe til hjertestartere,TRYGHED I HVERDAGEN - Hjertestart
4425,2017,"3 Vesterbro Vildgæssene, DDS, Hovedstaden",12.099 kr.,Nyt brandslukningsudstyr,TRYGHED I HVERDAGEN
4426,2017,"Københavns Madhus, Hovedstaden",615.300 kr.,Folkeskole skaber madmekka,BØRN OG UNGE - Klar til livet
4427,2017,"Frivilligcenter Vesterbro/Kgs. Enghave/Valby, Hovedstaden",20.000 kr.,Førstehjælp for frivillige,TRYGHED I HVERDAGEN
4428,2017,"BEDRE PSYKIATRI - Landsforeningen for pårørende, Hovedstaden",173.300 kr.,Forældrenetværksgrupper,BØRN OG UNGE - Klar til livet
4429,2017,"Technical Education Copenhagen, TEC, Hovedstaden",80.000 kr.,Udstyr til Førstehjælp & brand,TRYGHED I HVERDAGEN - Hjertestart
4430,2017,"Seniorbofællesskabet Kløvermarken, Hovedstaden",4.375 kr.,Vedligeholdende førstehjælp,TRYGHED I HVERDAGEN - Hjertestart
4431,2017,"SIND - Landsforeningen for psykisk sundhed, Hovedstaden",777.180 kr.,Akut Pårørenderådgivning,ÆLDRE
4432,2017,"Bedre Psykiatri , Hovedstaden",84.000 kr.,Samtalegrupper for pårørende,VOKSNE
4433,2017,"Københavns Roklub, Hovedstaden",7.000 kr.,Flytning af hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4434,2017,"BEDRE PSYKIATRI - Landsforeningen for pårørende, Hovedstaden",331.000 kr.,Gruppeterapi for pårørende,ÆLDRE
4435,2017,"Nexø Hallen selvejende institution, Hovedstaden",7.000 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN
4436,2017,"Samlingspunkt Indre By , Hovedstaden",15.000 kr.,"Tryghed, hjælp og samarbejde",TRYGHED I HVERDAGEN - Hjertestart
4437,2017,"Brøndby Kommune, ældre og omsorg, Hovedstaden",26.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4438,2017,"Lånecykler Halsnæs, Hovedstaden",16.250 kr.,Cykelhjelme lånecykler Halsnæs,TRYGHED I HVERDAGEN - Andet
4439,2017,"Fritidscenter Ydre Nørrebro, Hovedstaden",100.000 kr.,Sundhed for ALLE,BØRN OG UNGE - Klar til livet
4440,2017,"Fejø Børne- og Kulturhus , Sjælland",8.125 kr.,Fejø Kulturhus cykelprojekt,TRYGHED I HVERDAGEN - Andet
4441,2017,"Vamdrup Skole 4.-9.kl., Syddanmark",8.125 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
4442,2017,"Birkerød Ro- og Kajakklub, Hovedstaden",9.000 kr.,Redningsveste,TRYGHED I HVERDAGEN
4443,2017,"Foreningen Arresøfarten , Hovedstaden",24.750 kr.,Turbåden Frederikke,TRYGHED I HVERDAGEN
4444,2017,"361 Kano- & Kajakklub, Hovedstaden",10.500 kr.,Redningsveste til børn og unge,TRYGHED I HVERDAGEN
4445,2017,"Lundebakke Gymnastikforening, Sjælland",20.000 kr.,Tryghed til motorik-børn,BØRN OG UNGE
4446,2017,"Sankt Knud Lavard Skole, Hovedstaden",3.250 kr.,Sikker på cykel,TRYGHED I HVERDAGEN
4447,2017,"Hvidovre Roklub, Hovedstaden",20.125 kr.,30 redningsveste,TRYGHED I HVERDAGEN
4448,2017,"Vadehavsskolen, Syddanmark",8.125 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
4449,2017,"Børnehuset Det Røde Hjørne, Hovedstaden",25.000 kr.,Kursus i HLR af børn,TRYGHED I HVERDAGEN
4450,2017,"Seniorhus Odense, Syddanmark",35.000 kr.,Motion og fitness for 60+,ÆLDRE - Et godt liv som pårørende
4451,2017,"Forskning i Pædiatrisk Kommunikation, Hovedstaden",41.760 kr.,Lægers kommunikation med børn,BØRN OG UNGE - Klar til livet
4452,2017,"Hellerup Dameroklub, Hovedstaden",9.000 kr.,Selvoppustelige veste,TRYGHED I HVERDAGEN - Respekt for vand
4453,2017,"Emmerske Efterskole, Syddanmark",13.350 kr.,Kano og kajak aktiviteter,TRYGHED I HVERDAGEN
4454,2017,"Carl Nielsen-skolen , Syddanmark",16.250 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
4455,2017,"Høje Søborg Park - boligafdeling under GAB/DAB, Hovedstaden",8.750 kr.,Brug af hjertestarter,TRYGHED I HVERDAGEN
4456,2017,"Røde Kors lokalafdeling , Hovedstaden",16.250 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
4457,2017,"FDF Københavns Søkreds, Hovedstaden",46.600 kr.,19 oppustelige redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
4458,2017,"Beredskabsforbundet, Hovedstaden",109.000 kr.,Udrykningsmonteret ATV,TRYGHED I HVERDAGEN
4459,2017,"DUI LEG & VIRKE, Hovedstaden",12.975 kr.,Børn på vandet,TRYGHED I HVERDAGEN
4460,2017,"Børnehuset Birkedal, Hovedstaden",13.600 kr.,Livredende førstehjælp 0-6 år,TRYGHED I HVERDAGEN - Hjertestart
4461,2017,"Idrætsskolen For Udviklingshæmmede, Hovedstaden",4.875 kr.,Mere cykling - mere frihed,TRYGHED I HVERDAGEN - Andet
4462,2017,"Ølstykke svømmehal, Hovedstaden",25.000 kr.,Sikkerhed i svømmehallen,TRYGHED I HVERDAGEN
4463,2017,"Fredensborg Skole, Hovedstaden",9.750 kr.,Indkøb af cykelhjelme,TRYGHED I HVERDAGEN
4464,2017,"Hasmark Sommerhusforening, Syddanmark",24.000 kr.,Akut hjælp og Hjertestarter,TRYGHED I HVERDAGEN
4465,2017,"Roforeningen KVIK, Hovedstaden",12.875 kr.,Kajakveste,TRYGHED I HVERDAGEN
4466,2017,"Foreningen af KOL-patienter og andre med lungesygdom i Brøndby, Hovedstaden",15.000 kr.,Borgere med KOL skal træne,ANDET
4467,2017,"Bornholms Frie Idrætsskole , Hovedstaden",9.750 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
4468,2017,"Roklubben SAS, Hovedstaden",7.375 kr.,Redningsveste,TRYGHED I HVERDAGEN
4469,2017,"Rønneskolen, Hovedstaden",13.000 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
4470,2017,"Langeland Kommune, Syddanmark",141.987 kr.,Indkøb af demensgyngestole,ÆLDRE - Et godt liv som pårørende
4471,2017,"Dykkerklubben Hajen - Halsnæs, Hovedstaden",15.063 kr.,Sikkerhedspakke til dykkerbåde,TRYGHED I HVERDAGEN - Respekt for vand
4472,2017,"Glasværket ved Odense Havn, Syddanmark",76.000 kr.,GLASVÆRKET ved Odense Havn,VOKSNE - Fællesskaber for alle
4473,2017,"Gentofte Rideklub, Hovedstaden",8.550 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4474,2017,"Tarup-Paarup Idrætsforening, Syddanmark",6.000 kr.,Synliggørelse af hjertestarter,TRYGHED I HVERDAGEN
4475,2017,"Ølstykke Distriktsskole, Hovedstaden",4.375 kr.,Førstehjælp,TRYGHED I HVERDAGEN
4476,2017,"Hvidovre vinterbadere , Hovedstaden",10.000 kr.,Hjertestartertræner,TRYGHED I HVERDAGEN
4477,2017,"Netværkstedet Thorvaldsen, Hovedstaden",60.000 kr.,Recovery gennem musik,VOKSNE
4478,2017,"Blæsenborgskolen, Sjælland",8.125 kr.,Cyklisttræning.,TRYGHED I HVERDAGEN - Andet
4479,2017,"Home-Start Familiekontakt Slagelse, Sjælland",96.744 kr.,Familieven i pressede familier,BØRN OG UNGE - Alle med fra start
4480,2017,"Sejlklubben Sundet, Hovedstaden",40.000 kr.,Førstehjælp - sejlbåd til søs,TRYGHED I HVERDAGEN - Hjertestart
4481,2017,"De Frivilliges Hjælpecentral, Syddanmark",7.000 kr.,De Frivilliges Hjælpecentral.,ÆLDRE
4482,2017,"Sjællands Universitetshospital, Køge , Sjælland",7.464 kr.,Glad på operationsgangen,BØRN OG UNGE - Klar til livet
4483,2017,"Team My Heart Haderslev, Syddanmark",20.000 kr.,Team My Heart Haderslev,TRYGHED I HVERDAGEN
4484,2017,"Center for Børn med Handicap, Hovedstaden",278.900 kr.,Etablering af to sanserum,ANDET
